unicode_id,allograph_sign,allograph_form,allograph_ucun,signList_analogue
U+1258E [unverified],U@g,1(BURU@c),𒖎,LAK858^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP034^a [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK808 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK858^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; HZL261 [Hittite period (~1650–1180 BCE) | Hittite]; MZL662 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA350_8 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1215E,|URU×BAR|,|KA×BAR|,𒅞,LAK649 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL186 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU309 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES315 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL276 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL134 [Hittite period (~1650–1180 BCE) | Hittite]; KWU227 [Ur III (~2112–2004 BCE) | Administrative]; MZL073 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE085 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA040 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1250F,|URU×GA|,|LAK648×GA|,𒔏,LAK714 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL183 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL076 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA042 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1216B,|URU×GU|,|KA×GU|,𒅫,LAK602 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY023b [Standard Babylonian (any period) | Akkadian syllabary]; ABZL185 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES296 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL257 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU771 [Ur III (~2112–2004 BCE) | Administrative]; MZL084 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP302 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA046 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1216D,|URU×IGI|,|KA×IGI|,𒅭,ABZL184 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL274 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU228 [Ur III (~2112–2004 BCE) | Administrative]; MZL079 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP281 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA044 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12510,|URU×IGI|,|URU×MIN×IGI|,𒔐,LAK650 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES317 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE082 [Early Dynastic (~2900–2340 BCE) | Ebla]; ABZL184 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL274 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU228 [Ur III (~2112–2004 BCE) | Administrative]; MZL079 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP281 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA044 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1250D,|URU×MIN|,LAK648,𒔍,LAK648 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP269 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; ASY024 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL189 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES314 [Early Dynastic (~2900–2340 BCE) | Ebla]; KWU226 [Ur III (~2112–2004 BCE) | Administrative]; MZL080 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE081 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA049x [Standard Babylonian (any period) | Akkado-Babylonian]; SYA019 [Standard Babylonian (any period) | Akkadian syllabary]
U+12386,|URU×TU|,|KA×TU|,𒎆,ABZL188 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL072 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA039 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12516,|URU×URUDA|,|LAK648×URUDA|,𒔖,LAK653 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK716 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES318 [Early Dynastic (~2900–2340 BCE) | Ebla]; PTACE083 [Early Dynastic (~2900–2340 BCE) | Ebla]; ABZL182 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL275 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU229 [Ur III (~2112–2004 BCE) | Administrative]; MZL075 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP282 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA041 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1238D,|ZA.AN.MUŠ₃@g|,|MUŠ₃×ZA|,𒎍,RSP099^a [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+1258C [unverified],1(EŠE₃),1(EŠE₃@c),𒖌,LAK856 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP027^a [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; ABZL025 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL013 [Hittite period (~1650–1180 BCE) | Hittite]; MZL114 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA069 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1258D [unverified],2(EŠE₃),2(EŠE₃@c),𒖍,MZL359 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA214 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1257A [unverified],2(ŠAR₂),2(ŠAR₂@c),𒕺,
U+1257B [unverified],3(ŠAR₂),3(ŠAR₂@c),𒕻,
U+1257C [unverified],4(ŠAR₂),4(ŠAR₂@c),𒕼,
U+1257D [unverified],5(ŠAR₂),5(ŠAR₂@c),𒕽,
U+1257E [unverified],6(ŠAR₂),6(ŠAR₂@c),𒕾,
U+1257F [unverified],7(ŠAR₂),7(ŠAR₂@c),𒕿,
U+12580 [unverified],8(ŠAR₂),8(ŠAR₂@c),𒖀,
U+12581 [unverified],9(ŠAR₂),9(ŠAR₂@c),𒖁,
U+1258F [unverified],2(BURU),2(BURU@c),𒖏,
U+12590 [unverified],3(BURU),3(BURU@c),𒖐,
U+12591 [unverified],4(BURU),4(BURU@c),𒖑,
U+12592 [unverified],5(BURU),5(BURU@c),𒖒,
U+12574 [unverified],1(GEŠU),GEŠU@c,𒕴,LAK823^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK842^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP027 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK823^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK842^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP021 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12575 [unverified],2(GEŠU),2(GEŠU@c),𒕵,
U+12576 [unverified],3(GEŠU),3(GEŠU@c),𒕶,
U+12577 [unverified],4(GEŠU),4(GEŠU@c),𒕷,
U+12578 [unverified],5(GEŠU),5(GEŠU@c),𒕸,
U+1256B [unverified],1(GEŠ₂),GEŠ₂@c,𒕫,LAK822^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK841^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP025 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK822^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK841^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP003 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+1256C [unverified],2(GEŠ₂),2(GEŠ₂@c),𒕬,
U+1256D [unverified],3(GEŠ₂),3(GEŠ₂@c),𒕭,
U+1256E [unverified],4(GEŠ₂),4(GEŠ₂@c),𒕮,
U+1256F [unverified],5(GEŠ₂),5(GEŠ₂@c),𒕯,
U+12570 [unverified],6(GEŠ₂),6(GEŠ₂@c),𒕰,
U+12571 [unverified],7(GEŠ₂),7(GEŠ₂@c),𒕱,
U+12572 [unverified],8(GEŠ₂),8(GEŠ₂@c),𒕲,
U+12573 [unverified],9(GEŠ₂),9(GEŠ₂@c),𒕳,
U+1255C [unverified],4(DIŠ),4(DIŠ@c),𒕜,LAK837^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK837^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL474 [Old Babylonian (~2000–1600 BCE) | School texts]
U+1255D [unverified],5(DIŠ),5(DIŠ@c),𒕝,ASY324 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL476 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL371 [Hittite period (~1650–1180 BCE) | Hittite]; MZL861 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA598a [Standard Babylonian (any period) | Akkado-Babylonian]; SYA284 [Standard Babylonian (any period) | Akkadian syllabary]
U+1255E [unverified],6(DIŠ),6(DIŠ@c),𒕞,ASY325 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL477 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL372 [Hittite period (~1650–1180 BCE) | Hittite]; MZL862 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA598b [Standard Babylonian (any period) | Akkado-Babylonian]; SYA285 [Standard Babylonian (any period) | Akkadian syllabary]
U+1255F [unverified],7(DIŠ),7(DIŠ@c),𒕟,ABZL478 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL373 [Hittite period (~1650–1180 BCE) | Hittite]; MZL863 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA598n1 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12560 [unverified],8(DIŠ),8(DIŠ@c),𒕠,ABZL479 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL374 [Hittite period (~1650–1180 BCE) | Hittite]; MZL864 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA598n2 [Standard Babylonian (any period) | Akkado-Babylonian]; MZL867 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA598d [Standard Babylonian (any period) | Akkado-Babylonian]
U+12551 [unverified],2(AŠ),2(AŠ@c),𒕑,HZL001 [Hittite period (~1650–1180 BCE) | Hittite]; MZL002 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA002 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12552 [unverified],3(AŠ),3(AŠ@c),𒕒,ABZL002 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL004 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA002a [Standard Babylonian (any period) | Akkado-Babylonian]
U+12553 [unverified],4(AŠ),4(AŠ@c),𒕓,LAK091 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY091 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL110 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL215 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA124_42 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12554 [unverified],5(AŠ),5(AŠ@c),𒕔,MZL216 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA125b [Standard Babylonian (any period) | Akkado-Babylonian]
U+12555 [unverified],6(AŠ),6(AŠ@c),𒕕,MZL217 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA125c [Standard Babylonian (any period) | Akkado-Babylonian]
U+12556 [unverified],7(AŠ),7(AŠ@c),𒕖,MZL218 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA125d [Standard Babylonian (any period) | Akkado-Babylonian]
U+1246F [unverified],7(AŠ),7(AŠ@t),𒑯,MZL218 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA125d [Standard Babylonian (any period) | Akkado-Babylonian]
U+12557 [unverified],8(AŠ),8(AŠ@c),𒕗,MZL219 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA125e [Standard Babylonian (any period) | Akkado-Babylonian]
U+12475 [unverified],8(AŠ),8(AŠ@t),𒑵,MZL219 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA125e [Standard Babylonian (any period) | Akkado-Babylonian]
U+12558 [unverified],9(AŠ),9(AŠ@c),𒕘,MZL220 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA125f [Standard Babylonian (any period) | Akkado-Babylonian]
U+12476 [unverified],9(AŠ),9(AŠ@t),𒑶,MZL220 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA125f [Standard Babylonian (any period) | Akkado-Babylonian]
U+12582 [unverified],1(ŠARU),1(ŠARU@c),𒖂,LAK826^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK860 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP032 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; ABZL284 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL653 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA409 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12583 [unverified],2(ŠARU),2(ŠARU@c),𒖃,ABZL285 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL655 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA409a [Standard Babylonian (any period) | Akkado-Babylonian]
U+12584 [unverified],3(ŠARU),3(ŠARU@c),𒖄,ABZL286 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL656 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA409b [Standard Babylonian (any period) | Akkado-Babylonian]
U+12585 [unverified],4(ŠARU),4(ŠARU@c),𒖅,MZL657 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA409c [Standard Babylonian (any period) | Akkado-Babylonian]
U+12586 [unverified],5(ŠARU),5(ŠARU@c),𒖆,MZL658 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA409d [Standard Babylonian (any period) | Akkado-Babylonian]
U+12593 [unverified],1(BAN₂),1(BAN₂@c),𒖓,LAK816^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK829^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK838 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP036 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; RSP036bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK816^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK829^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL029 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL020 [Hittite period (~1650–1180 BCE) | Hittite]; MZL122 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP019bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA074 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12594 [unverified],2(BAN₂),2(BAN₂@c),𒖔,LAK830^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP036bis^a [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK830^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL143 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL465 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP019bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA295 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12595 [unverified],3(BAN₂),3(BAN₂@c),𒖕,LAK831^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP036bis^b [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK831^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL549 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP019bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA339 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12596 [unverified],4(BAN₂),4(BAN₂@c),𒖖,LAK832^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP036bis^c [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK832^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL550 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP019bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA340v [Standard Babylonian (any period) | Akkado-Babylonian]
U+12597 [unverified],5(BAN₂),5(BAN₂@c),𒖗,LAK833^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP036bis^d [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK833^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; MZL551 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP019bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA341v [Standard Babylonian (any period) | Akkado-Babylonian]
U+12565 [unverified],4(U),4(U@c),𒕥,ABZL374 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL335 [Hittite period (~1650–1180 BCE) | Hittite]; MZL712 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA473 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12566 [unverified],5(U),5(U@c),𒕦,ABZL376 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL217 [Gudea period (~2100 BCE) | Lagash / Girsu]; MZL714 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA475 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12567 [unverified],6(U),6(U@c),𒕧,MZL715 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA476 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12568 [unverified],7(U),7(U@c),𒕨,MZL716 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA477 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12569 [unverified],8(U),8(U@c),𒕩,MZL717 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA478 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1256A [unverified],9(U),9(U@c),𒕪,MZL718 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA479 [Standard Babylonian (any period) | Akkado-Babylonian]
