unicode_id,allograph_sign,compound_form,component_position,allograph_ucun,allographCompound_cun,allographCompound_useq,signList_analogue
U+12000,|A.EDIN.LAL|,|A.EDIN|,1,𒀀,𒀀𒂔,U+12000; U+12094,
U+12094,|A.EDIN.LAL|,|A.EDIN|,2,𒂔,𒀀𒂔,U+12000; U+12094,
U+12000,|A.EDIN.LAL|,|A.EDIN.A.LAL|,1,𒀀,𒀀𒂔𒀀𒇲,U+12000; U+12094; U+12000; U+121F2,
U+12094,|A.EDIN.LAL|,|A.EDIN.A.LAL|,2,𒂔,𒀀𒂔𒀀𒇲,U+12000; U+12094; U+12000; U+121F2,
U+12000,|A.EDIN.LAL|,|A.EDIN.A.LAL|,3,𒀀,𒀀𒂔𒀀𒇲,U+12000; U+12094; U+12000; U+121F2,
U+121F2,|A.EDIN.LAL|,|A.EDIN.A.LAL|,4,𒇲,𒀀𒂔𒀀𒇲,U+12000; U+12094; U+12000; U+121F2,
U+12000,|A.EDIN.LAL|,|A.EDIN.NA|,1,𒀀,𒀀𒂔𒈾,U+12000; U+12094; U+1223E,
U+12094,|A.EDIN.LAL|,|A.EDIN.NA|,2,𒂔,𒀀𒂔𒈾,U+12000; U+12094; U+1223E,
U+1223E,|A.EDIN.LAL|,|A.EDIN.NA|,3,𒈾,𒀀𒂔𒈾,U+12000; U+12094; U+1223E,
U+12000,|A.EDIN.LAL|,|A.U.EDIN.LAL|,1,𒀀,𒀀𒌋𒂔𒇲,U+12000; U+1230B; U+12094; U+121F2,
U+1230B,|A.EDIN.LAL|,|A.U.EDIN.LAL|,2,𒌋,𒀀𒌋𒂔𒇲,U+12000; U+1230B; U+12094; U+121F2,
U+12094,|A.EDIN.LAL|,|A.U.EDIN.LAL|,3,𒂔,𒀀𒌋𒂔𒇲,U+12000; U+1230B; U+12094; U+121F2,
U+121F2,|A.EDIN.LAL|,|A.U.EDIN.LAL|,4,𒇲,𒀀𒌋𒂔𒇲,U+12000; U+1230B; U+12094; U+121F2,
U+12094,|A.EDIN.LAL|,|EDIN.A|,1,𒂔,𒂔𒀀,U+12094; U+12000,
U+12000,|A.EDIN.LAL|,|EDIN.A|,2,𒀀,𒂔𒀀,U+12094; U+12000,
U+12094,|A.EDIN.LAL|,|EDIN.A.LAL|,1,𒂔,𒂔𒀀𒇲,U+12094; U+12000; U+121F2,
U+12000,|A.EDIN.LAL|,|EDIN.A.LAL|,2,𒀀,𒂔𒀀𒇲,U+12094; U+12000; U+121F2,
U+121F2,|A.EDIN.LAL|,|EDIN.A.LAL|,3,𒇲,𒂔𒀀𒇲,U+12094; U+12000; U+121F2,
U+12094,|A.EDIN.LAL|,|EDIN.LAL|,1,𒂔,𒂔𒇲,U+12094; U+121F2,
U+121F2,|A.EDIN.LAL|,|EDIN.LAL|,2,𒇲,𒂔𒇲,U+12094; U+121F2,
U+12094,|A.EDIN.LAL|,|EDIN.LAL.A|,1,𒂔,𒂔𒇲𒀀,U+12094; U+121F2; U+12000,
U+121F2,|A.EDIN.LAL|,|EDIN.LAL.A|,2,𒇲,𒂔𒇲𒀀,U+12094; U+121F2; U+12000,
U+12000,|A.EDIN.LAL|,|EDIN.LAL.A|,3,𒀀,𒂔𒇲𒀀,U+12094; U+121F2; U+12000,
U+12094,|A.EDIN.LAL|,|EDIN.NA.A.LAL|,1,𒂔,𒂔𒈾𒀀𒇲,U+12094; U+1223E; U+12000; U+121F2,
U+1223E,|A.EDIN.LAL|,|EDIN.NA.A.LAL|,2,𒈾,𒂔𒈾𒀀𒇲,U+12094; U+1223E; U+12000; U+121F2,
U+12000,|A.EDIN.LAL|,|EDIN.NA.A.LAL|,3,𒀀,𒂔𒈾𒀀𒇲,U+12094; U+1223E; U+12000; U+121F2,
U+121F2,|A.EDIN.LAL|,|EDIN.NA.A.LAL|,4,𒇲,𒂔𒈾𒀀𒇲,U+12094; U+1223E; U+12000; U+121F2,
U+12000,|A.GISAL.GAD.GAR.A.SI|,|A.LAK648×A.GAD.GAR.A.SI|,1,𒀀,𒀀X𒃰𒃻𒀀𒋛,U+12000; X; U+120F0; U+120FB; U+12000; U+122DB,
X,|A.GISAL.GAD.GAR.A.SI|,|A.LAK648×A.GAD.GAR.A.SI|,2,,𒀀X𒃰𒃻𒀀𒋛,U+12000; X; U+120F0; U+120FB; U+12000; U+122DB,
U+120F0,|A.GISAL.GAD.GAR.A.SI|,|A.LAK648×A.GAD.GAR.A.SI|,3,𒃰,𒀀X𒃰𒃻𒀀𒋛,U+12000; X; U+120F0; U+120FB; U+12000; U+122DB,
U+120FB,|A.GISAL.GAD.GAR.A.SI|,|A.LAK648×A.GAD.GAR.A.SI|,4,𒃻,𒀀X𒃰𒃻𒀀𒋛,U+12000; X; U+120F0; U+120FB; U+12000; U+122DB,
U+12000,|A.GISAL.GAD.GAR.A.SI|,|A.LAK648×A.GAD.GAR.A.SI|,5,𒀀,𒀀X𒃰𒃻𒀀𒋛,U+12000; X; U+120F0; U+120FB; U+12000; U+122DB,
U+122DB,|A.GISAL.GAD.GAR.A.SI|,|A.LAK648×A.GAD.GAR.A.SI|,6,𒋛,𒀀X𒃰𒃻𒀀𒋛,U+12000; X; U+120F0; U+120FB; U+12000; U+122DB,
U+12000,|A.HA.TAR.DU|,|A.BU|,1,𒀀,𒀀𒁍,U+12000; U+1204D,
U+1204D,|A.HA.TAR.DU|,|A.BU|,2,𒁍,𒀀𒁍,U+12000; U+1204D,
U+12000,|A.HA.TAR.DU|,|A.BU.DU|,1,𒀀,𒀀𒁍𒁺,U+12000; U+1204D; U+1207A,
U+1204D,|A.HA.TAR.DU|,|A.BU.DU|,2,𒁍,𒀀𒁍𒁺,U+12000; U+1204D; U+1207A,
U+1207A,|A.HA.TAR.DU|,|A.BU.DU|,3,𒁺,𒀀𒁍𒁺,U+12000; U+1204D; U+1207A,
U+12000,|A.HA.TAR.DU|,|A.BU.HA|,1,𒀀,𒀀𒁍𒄩,U+12000; U+1204D; U+12129,
U+1204D,|A.HA.TAR.DU|,|A.BU.HA|,2,𒁍,𒀀𒁍𒄩,U+12000; U+1204D; U+12129,
U+12129,|A.HA.TAR.DU|,|A.BU.HA|,3,𒄩,𒀀𒁍𒄩,U+12000; U+1204D; U+12129,
U+12000,|A.HA.TAR.DU|,|A.BU.HA.DU|,1,𒀀,𒀀𒁍𒄩𒁺,U+12000; U+1204D; U+12129; U+1207A,
U+1204D,|A.HA.TAR.DU|,|A.BU.HA.DU|,2,𒁍,𒀀𒁍𒄩𒁺,U+12000; U+1204D; U+12129; U+1207A,
U+12129,|A.HA.TAR.DU|,|A.BU.HA.DU|,3,𒄩,𒀀𒁍𒄩𒁺,U+12000; U+1204D; U+12129; U+1207A,
U+1207A,|A.HA.TAR.DU|,|A.BU.HA.DU|,4,𒁺,𒀀𒁍𒄩𒁺,U+12000; U+1204D; U+12129; U+1207A,
U+12000,|A.HA.TAR.DU|,|A.BU.HA.NI.DU|,1,𒀀,𒀀𒁍𒄩𒉌𒁺,U+12000; U+1204D; U+12129; U+1224C; U+1207A,
U+1204D,|A.HA.TAR.DU|,|A.BU.HA.NI.DU|,2,𒁍,𒀀𒁍𒄩𒉌𒁺,U+12000; U+1204D; U+12129; U+1224C; U+1207A,
U+12129,|A.HA.TAR.DU|,|A.BU.HA.NI.DU|,3,𒄩,𒀀𒁍𒄩𒉌𒁺,U+12000; U+1204D; U+12129; U+1224C; U+1207A,
U+1224C,|A.HA.TAR.DU|,|A.BU.HA.NI.DU|,4,𒉌,𒀀𒁍𒄩𒉌𒁺,U+12000; U+1204D; U+12129; U+1224C; U+1207A,
U+1207A,|A.HA.TAR.DU|,|A.BU.HA.NI.DU|,5,𒁺,𒀀𒁍𒄩𒉌𒁺,U+12000; U+1204D; U+12129; U+1224C; U+1207A,
U+12000,|A.HA.TAR.DU|,|A.HA|,1,𒀀,𒀀𒄩,U+12000; U+12129,
U+12129,|A.HA.TAR.DU|,|A.HA|,2,𒄩,𒀀𒄩,U+12000; U+12129,
U+12000,|A.HA.TAR.DU|,|A.HA.A.DU|,1,𒀀,𒀀𒄩𒀀𒁺,U+12000; U+12129; U+12000; U+1207A,
U+12129,|A.HA.TAR.DU|,|A.HA.A.DU|,2,𒄩,𒀀𒄩𒀀𒁺,U+12000; U+12129; U+12000; U+1207A,
U+12000,|A.HA.TAR.DU|,|A.HA.A.DU|,3,𒀀,𒀀𒄩𒀀𒁺,U+12000; U+12129; U+12000; U+1207A,
U+1207A,|A.HA.TAR.DU|,|A.HA.A.DU|,4,𒁺,𒀀𒄩𒀀𒁺,U+12000; U+12129; U+12000; U+1207A,
U+12000,|A.HA.TAR.DU|,|A.HA.BU.DU|,1,𒀀,𒀀𒄩𒁍𒁺,U+12000; U+12129; U+1204D; U+1207A,
U+12129,|A.HA.TAR.DU|,|A.HA.BU.DU|,2,𒄩,𒀀𒄩𒁍𒁺,U+12000; U+12129; U+1204D; U+1207A,
U+1204D,|A.HA.TAR.DU|,|A.HA.BU.DU|,3,𒁍,𒀀𒄩𒁍𒁺,U+12000; U+12129; U+1204D; U+1207A,
U+1207A,|A.HA.TAR.DU|,|A.HA.BU.DU|,4,𒁺,𒀀𒄩𒁍𒁺,U+12000; U+12129; U+1204D; U+1207A,
U+12000,|A.HA.TAR.DU|,|A.HA.BU.LAGAB|,1,𒀀,𒀀𒄩𒁍𒆸,U+12000; U+12129; U+1204D; U+121B8,
U+12129,|A.HA.TAR.DU|,|A.HA.BU.LAGAB|,2,𒄩,𒀀𒄩𒁍𒆸,U+12000; U+12129; U+1204D; U+121B8,
U+1204D,|A.HA.TAR.DU|,|A.HA.BU.LAGAB|,3,𒁍,𒀀𒄩𒁍𒆸,U+12000; U+12129; U+1204D; U+121B8,
U+121B8,|A.HA.TAR.DU|,|A.HA.BU.LAGAB|,4,𒆸,𒀀𒄩𒁍𒆸,U+12000; U+12129; U+1204D; U+121B8,
U+12000,|A.HA.TAR.DU|,|A.HA.BU.TAR.DU|,1,𒀀,𒀀𒄩𒁍𒋻𒁺,U+12000; U+12129; U+1204D; U+122FB; U+1207A,
U+12129,|A.HA.TAR.DU|,|A.HA.BU.TAR.DU|,2,𒄩,𒀀𒄩𒁍𒋻𒁺,U+12000; U+12129; U+1204D; U+122FB; U+1207A,
U+1204D,|A.HA.TAR.DU|,|A.HA.BU.TAR.DU|,3,𒁍,𒀀𒄩𒁍𒋻𒁺,U+12000; U+12129; U+1204D; U+122FB; U+1207A,
U+122FB,|A.HA.TAR.DU|,|A.HA.BU.TAR.DU|,4,𒋻,𒀀𒄩𒁍𒋻𒁺,U+12000; U+12129; U+1204D; U+122FB; U+1207A,
U+1207A,|A.HA.TAR.DU|,|A.HA.BU.TAR.DU|,5,𒁺,𒀀𒄩𒁍𒋻𒁺,U+12000; U+12129; U+1204D; U+122FB; U+1207A,
U+12000,|A.HA.TAR.DU|,|A.HA.DU|,1,𒀀,𒀀𒄩𒁺,U+12000; U+12129; U+1207A,
U+12129,|A.HA.TAR.DU|,|A.HA.DU|,2,𒄩,𒀀𒄩𒁺,U+12000; U+12129; U+1207A,
U+1207A,|A.HA.TAR.DU|,|A.HA.DU|,3,𒁺,𒀀𒄩𒁺,U+12000; U+12129; U+1207A,
U+12000,|A.HA.TAR.DU|,|A.HA.MUŠ.DU|,1,𒀀,𒀀𒄩𒈲𒁺,U+12000; U+12129; U+12232; U+1207A,
U+12129,|A.HA.TAR.DU|,|A.HA.MUŠ.DU|,2,𒄩,𒀀𒄩𒈲𒁺,U+12000; U+12129; U+12232; U+1207A,
U+12232,|A.HA.TAR.DU|,|A.HA.MUŠ.DU|,3,𒈲,𒀀𒄩𒈲𒁺,U+12000; U+12129; U+12232; U+1207A,
U+1207A,|A.HA.TAR.DU|,|A.HA.MUŠ.DU|,4,𒁺,𒀀𒄩𒈲𒁺,U+12000; U+12129; U+12232; U+1207A,
U+12000,|A.HA.TAR.DU|,|A.HA.TAR.A.DU|,1,𒀀,𒀀𒄩𒋻𒀀𒁺,U+12000; U+12129; U+122FB; U+12000; U+1207A,
U+12129,|A.HA.TAR.DU|,|A.HA.TAR.A.DU|,2,𒄩,𒀀𒄩𒋻𒀀𒁺,U+12000; U+12129; U+122FB; U+12000; U+1207A,
U+122FB,|A.HA.TAR.DU|,|A.HA.TAR.A.DU|,3,𒋻,𒀀𒄩𒋻𒀀𒁺,U+12000; U+12129; U+122FB; U+12000; U+1207A,
U+12000,|A.HA.TAR.DU|,|A.HA.TAR.A.DU|,4,𒀀,𒀀𒄩𒋻𒀀𒁺,U+12000; U+12129; U+122FB; U+12000; U+1207A,
U+1207A,|A.HA.TAR.DU|,|A.HA.TAR.A.DU|,5,𒁺,𒀀𒄩𒋻𒀀𒁺,U+12000; U+12129; U+122FB; U+12000; U+1207A,
U+12000,|A.HA.TAR.DU|,|A.HA.TAR.UD.DU|,1,𒀀,𒀀𒄩𒋻𒌓𒁺,U+12000; U+12129; U+122FB; U+12313; U+1207A,
U+12129,|A.HA.TAR.DU|,|A.HA.TAR.UD.DU|,2,𒄩,𒀀𒄩𒋻𒌓𒁺,U+12000; U+12129; U+122FB; U+12313; U+1207A,
U+122FB,|A.HA.TAR.DU|,|A.HA.TAR.UD.DU|,3,𒋻,𒀀𒄩𒋻𒌓𒁺,U+12000; U+12129; U+122FB; U+12313; U+1207A,
U+12313,|A.HA.TAR.DU|,|A.HA.TAR.UD.DU|,4,𒌓,𒀀𒄩𒋻𒌓𒁺,U+12000; U+12129; U+122FB; U+12313; U+1207A,
U+1207A,|A.HA.TAR.DU|,|A.HA.TAR.UD.DU|,5,𒁺,𒀀𒄩𒋻𒌓𒁺,U+12000; U+12129; U+122FB; U+12313; U+1207A,
U+12000,|A.HA.TAR.DU|,|A.BU.HA.DA|,1,𒀀,𒀀𒁍𒄩𒁕,U+12000; U+1204D; U+12129; U+12055,
U+1204D,|A.HA.TAR.DU|,|A.BU.HA.DA|,2,𒁍,𒀀𒁍𒄩𒁕,U+12000; U+1204D; U+12129; U+12055,
U+12129,|A.HA.TAR.DU|,|A.BU.HA.DA|,3,𒄩,𒀀𒁍𒄩𒁕,U+12000; U+1204D; U+12129; U+12055,
U+12055,|A.HA.TAR.DU|,|A.BU.HA.DA|,4,𒁕,𒀀𒁍𒄩𒁕,U+12000; U+1204D; U+12129; U+12055,
U+1204D,|A.HA.TAR.DU|,|BU.HA.DU|,1,𒁍,𒁍𒄩𒁺,U+1204D; U+12129; U+1207A,
U+12129,|A.HA.TAR.DU|,|BU.HA.DU|,2,𒄩,𒁍𒄩𒁺,U+1204D; U+12129; U+1207A,
U+1207A,|A.HA.TAR.DU|,|BU.HA.DU|,3,𒁺,𒁍𒄩𒁺,U+1204D; U+12129; U+1207A,
U+12129,|A.HA.TAR.DU|,|HA.A.DU|,1,𒄩,𒄩𒀀𒁺,U+12129; U+12000; U+1207A,
U+12000,|A.HA.TAR.DU|,|HA.A.DU|,2,𒀀,𒄩𒀀𒁺,U+12129; U+12000; U+1207A,
U+1207A,|A.HA.TAR.DU|,|HA.A.DU|,3,𒁺,𒄩𒀀𒁺,U+12129; U+12000; U+1207A,
U+12129,|A.HA.TAR.DU|,|HA.A.TAR|,1,𒄩,𒄩𒀀𒋻,U+12129; U+12000; U+122FB,
U+12000,|A.HA.TAR.DU|,|HA.A.TAR|,2,𒀀,𒄩𒀀𒋻,U+12129; U+12000; U+122FB,
U+122FB,|A.HA.TAR.DU|,|HA.A.TAR|,3,𒋻,𒄩𒀀𒋻,U+12129; U+12000; U+122FB,
U+12000,|A.HA.TAR.DU|,|A.TAR|,1,𒀀,𒀀𒋻,U+12000; U+122FB,
U+122FB,|A.HA.TAR.DU|,|A.TAR|,2,𒋻,𒀀𒋻,U+12000; U+122FB,
U+12129,|A.HA.TAR.DU|,|HA.A.TAR.DU|,1,𒄩,𒄩𒀀𒋻𒁺,U+12129; U+12000; U+122FB; U+1207A,
U+12000,|A.HA.TAR.DU|,|HA.A.TAR.DU|,2,𒀀,𒄩𒀀𒋻𒁺,U+12129; U+12000; U+122FB; U+1207A,
U+122FB,|A.HA.TAR.DU|,|HA.A.TAR.DU|,3,𒋻,𒄩𒀀𒋻𒁺,U+12129; U+12000; U+122FB; U+1207A,
U+1207A,|A.HA.TAR.DU|,|HA.A.TAR.DU|,4,𒁺,𒄩𒀀𒋻𒁺,U+12129; U+12000; U+122FB; U+1207A,
U+12129,|A.HA.TAR.DU|,|HA.DU|,1,𒄩,𒄩𒁺,U+12129; U+1207A,
U+1207A,|A.HA.TAR.DU|,|HA.DU|,2,𒁺,𒄩𒁺,U+12129; U+1207A,
U+12129,|A.HA.TAR.DU|,|HA.MUŠ.DU|,1,𒄩,𒄩𒈲𒁺,U+12129; U+12232; U+1207A,
U+12232,|A.HA.TAR.DU|,|HA.MUŠ.DU|,2,𒈲,𒄩𒈲𒁺,U+12129; U+12232; U+1207A,
U+1207A,|A.HA.TAR.DU|,|HA.MUŠ.DU|,3,𒁺,𒄩𒈲𒁺,U+12129; U+12232; U+1207A,
U+12129,|A.HA.TAR.DU|,|HA.MUŠ.A.DU|,1,𒄩,𒄩𒈲𒀀𒁺,U+12129; U+12232; U+12000; U+1207A,
U+12232,|A.HA.TAR.DU|,|HA.MUŠ.A.DU|,2,𒈲,𒄩𒈲𒀀𒁺,U+12129; U+12232; U+12000; U+1207A,
U+12000,|A.HA.TAR.DU|,|HA.MUŠ.A.DU|,3,𒀀,𒄩𒈲𒀀𒁺,U+12129; U+12232; U+12000; U+1207A,
U+1207A,|A.HA.TAR.DU|,|HA.MUŠ.A.DU|,4,𒁺,𒄩𒈲𒀀𒁺,U+12129; U+12232; U+12000; U+1207A,
U+12129,|A.HA.TAR.DU|,|HA.TAR.A.DU|,1,𒄩,𒄩𒋻𒀀𒁺,U+12129; U+122FB; U+12000; U+1207A,
U+122FB,|A.HA.TAR.DU|,|HA.TAR.A.DU|,2,𒋻,𒄩𒋻𒀀𒁺,U+12129; U+122FB; U+12000; U+1207A,
U+12000,|A.HA.TAR.DU|,|HA.TAR.A.DU|,3,𒀀,𒄩𒋻𒀀𒁺,U+12129; U+122FB; U+12000; U+1207A,
U+1207A,|A.HA.TAR.DU|,|HA.TAR.A.DU|,4,𒁺,𒄩𒋻𒀀𒁺,U+12129; U+122FB; U+12000; U+1207A,
U+12129,|A.HA.TAR.DU|,|HA.TAR.DU|,1,𒄩,𒄩𒋻𒁺,U+12129; U+122FB; U+1207A,
U+122FB,|A.HA.TAR.DU|,|HA.TAR.DU|,2,𒋻,𒄩𒋻𒁺,U+12129; U+122FB; U+1207A,
U+1207A,|A.HA.TAR.DU|,|HA.TAR.DU|,3,𒁺,𒄩𒋻𒁺,U+12129; U+122FB; U+1207A,
U+1212B,|A.HA.TAR.DU|,|HA@g.TAR.A.DU|,1,𒄫,𒄫𒋻𒀀𒁺,U+1212B; U+122FB; U+12000; U+1207A,
U+122FB,|A.HA.TAR.DU|,|HA@g.TAR.A.DU|,2,𒋻,𒄫𒋻𒀀𒁺,U+1212B; U+122FB; U+12000; U+1207A,
U+12000,|A.HA.TAR.DU|,|HA@g.TAR.A.DU|,3,𒀀,𒄫𒋻𒀀𒁺,U+1212B; U+122FB; U+12000; U+1207A,
U+1207A,|A.HA.TAR.DU|,|HA@g.TAR.A.DU|,4,𒁺,𒄫𒋻𒀀𒁺,U+1212B; U+122FB; U+12000; U+1207A,
U+1212B,|A.HA.TAR.DU|,|HA@g.TAR.DU|,1,𒄫,𒄫𒋻𒁺,U+1212B; U+122FB; U+1207A,
U+122FB,|A.HA.TAR.DU|,|HA@g.TAR.DU|,2,𒋻,𒄫𒋻𒁺,U+1212B; U+122FB; U+1207A,
U+1207A,|A.HA.TAR.DU|,|HA@g.TAR.DU|,3,𒁺,𒄫𒋻𒁺,U+1212B; U+122FB; U+1207A,
U+12232,|A.HA.TAR.DU|,|MUŠ.A.HA.DU|,1,𒈲,𒈲𒀀𒄩𒁺,U+12232; U+12000; U+12129; U+1207A,
U+12000,|A.HA.TAR.DU|,|MUŠ.A.HA.DU|,2,𒀀,𒈲𒀀𒄩𒁺,U+12232; U+12000; U+12129; U+1207A,
U+12129,|A.HA.TAR.DU|,|MUŠ.A.HA.DU|,3,𒄩,𒈲𒀀𒄩𒁺,U+12232; U+12000; U+12129; U+1207A,
U+1207A,|A.HA.TAR.DU|,|MUŠ.A.HA.DU|,4,𒁺,𒈲𒀀𒄩𒁺,U+12232; U+12000; U+12129; U+1207A,
U+12232,|A.HA.TAR.DU|,|MUŠ.HA.A.DU|,1,𒈲,𒈲𒄩𒀀𒁺,U+12232; U+12129; U+12000; U+1207A,
U+12129,|A.HA.TAR.DU|,|MUŠ.HA.A.DU|,2,𒄩,𒈲𒄩𒀀𒁺,U+12232; U+12129; U+12000; U+1207A,
U+12000,|A.HA.TAR.DU|,|MUŠ.HA.A.DU|,3,𒀀,𒈲𒄩𒀀𒁺,U+12232; U+12129; U+12000; U+1207A,
U+1207A,|A.HA.TAR.DU|,|MUŠ.HA.A.DU|,4,𒁺,𒈲𒄩𒀀𒁺,U+12232; U+12129; U+12000; U+1207A,
U+12232,|A.HA.TAR.DU|,|MUŠ.DU.HA.A|,1,𒈲,𒈲𒁺𒄩𒀀,U+12232; U+1207A; U+12129; U+12000,
U+1207A,|A.HA.TAR.DU|,|MUŠ.DU.HA.A|,2,𒁺,𒈲𒁺𒄩𒀀,U+12232; U+1207A; U+12129; U+12000,
U+12129,|A.HA.TAR.DU|,|MUŠ.DU.HA.A|,3,𒄩,𒈲𒁺𒄩𒀀,U+12232; U+1207A; U+12129; U+12000,
U+12000,|A.HA.TAR.DU|,|MUŠ.DU.HA.A|,4,𒀀,𒈲𒁺𒄩𒀀,U+12232; U+1207A; U+12129; U+12000,
U+12232,|A.HA.TAR.DU|,|MUŠ.DU.A.HA|,1,𒈲,𒈲𒁺𒀀𒄩,U+12232; U+1207A; U+12000; U+12129,
U+1207A,|A.HA.TAR.DU|,|MUŠ.DU.A.HA|,2,𒁺,𒈲𒁺𒀀𒄩,U+12232; U+1207A; U+12000; U+12129,
U+12000,|A.HA.TAR.DU|,|MUŠ.DU.A.HA|,3,𒀀,𒈲𒁺𒀀𒄩,U+12232; U+1207A; U+12000; U+12129,
U+12129,|A.HA.TAR.DU|,|MUŠ.DU.A.HA|,4,𒄩,𒈲𒁺𒀀𒄩,U+12232; U+1207A; U+12000; U+12129,
U+1207A,|A.HA.TAR.DU|,|DU.MUŠ.A.HA|,1,𒁺,𒁺𒈲𒀀𒄩,U+1207A; U+12232; U+12000; U+12129,
U+12232,|A.HA.TAR.DU|,|DU.MUŠ.A.HA|,2,𒈲,𒁺𒈲𒀀𒄩,U+1207A; U+12232; U+12000; U+12129,
U+12000,|A.HA.TAR.DU|,|DU.MUŠ.A.HA|,3,𒀀,𒁺𒈲𒀀𒄩,U+1207A; U+12232; U+12000; U+12129,
U+12129,|A.HA.TAR.DU|,|DU.MUŠ.A.HA|,4,𒄩,𒁺𒈲𒀀𒄩,U+1207A; U+12232; U+12000; U+12129,
U+122FB,|A.HA.TAR.DU|,|TAR.A.DU|,1,𒋻,𒋻𒀀𒁺,U+122FB; U+12000; U+1207A,
U+12000,|A.HA.TAR.DU|,|TAR.A.DU|,2,𒀀,𒋻𒀀𒁺,U+122FB; U+12000; U+1207A,
U+1207A,|A.HA.TAR.DU|,|TAR.A.DU|,3,𒁺,𒋻𒀀𒁺,U+122FB; U+12000; U+1207A,
U+122FC,|A.HA.TAR.DU|,|TE.A.MUŠ|,1,𒋼,𒋼𒀀𒈲,U+122FC; U+12000; U+12232,
U+12000,|A.HA.TAR.DU|,|TE.A.MUŠ|,2,𒀀,𒋼𒀀𒈲,U+122FC; U+12000; U+12232,
U+12232,|A.HA.TAR.DU|,|TE.A.MUŠ|,3,𒈲,𒋼𒀀𒈲,U+122FC; U+12000; U+12232,
U+12000,|A.KA|,|A.KA×A|,1,𒀀,𒀀𒅘,U+12000; U+12158,
U+12158,|A.KA|,|A.KA×A|,2,𒅘,𒀀𒅘,U+12000; U+12158,
U+12000,|A.LAGAB×HAL|,|A.LAGAB×A|,1,𒀀,𒀀𒆹,U+12000; U+121B9,ASY314 [Standard Babylonian (any period) | Akkadian syllabary]; KWU904 [Ur III (~2112–2004 BCE) | Administrative]; RSP054 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+121B9,|A.LAGAB×HAL|,|A.LAGAB×A|,2,𒆹,𒀀𒆹,U+12000; U+121B9,ASY314 [Standard Babylonian (any period) | Akkadian syllabary]; KWU904 [Ur III (~2112–2004 BCE) | Administrative]; RSP054 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+12000,|A.LAGAB×KUL|,|A.LAGAB×U|,1,𒀀,𒀀𒇥,U+12000; U+121E5,
U+121E5,|A.LAGAB×KUL|,|A.LAGAB×U|,2,𒇥,𒀀𒇥,U+12000; U+121E5,
U+12000,|A.LAGAB×KUL.MA₂.ŠU₂.A|,|A.LAGAB×HAL.ŠU₂|,1,𒀀,𒀀𒇉𒋙,U+12000; U+121C9; U+122D9,
U+121C9,|A.LAGAB×KUL.MA₂.ŠU₂.A|,|A.LAGAB×HAL.ŠU₂|,2,𒇉,𒀀𒇉𒋙,U+12000; U+121C9; U+122D9,
U+122D9,|A.LAGAB×KUL.MA₂.ŠU₂.A|,|A.LAGAB×HAL.ŠU₂|,3,𒋙,𒀀𒇉𒋙,U+12000; U+121C9; U+122D9,
U+12000,|A.LAGAB×KUL.MA₂.ŠU₂.A|,|A.LAGAB×HAL.ŠU₂.A|,1,𒀀,𒀀𒇉𒋙𒀀,U+12000; U+121C9; U+122D9; U+12000,
U+121C9,|A.LAGAB×KUL.MA₂.ŠU₂.A|,|A.LAGAB×HAL.ŠU₂.A|,2,𒇉,𒀀𒇉𒋙𒀀,U+12000; U+121C9; U+122D9; U+12000,
U+122D9,|A.LAGAB×KUL.MA₂.ŠU₂.A|,|A.LAGAB×HAL.ŠU₂.A|,3,𒋙,𒀀𒇉𒋙𒀀,U+12000; U+121C9; U+122D9; U+12000,
U+12000,|A.LAGAB×KUL.MA₂.ŠU₂.A|,|A.LAGAB×HAL.ŠU₂.A|,4,𒀀,𒀀𒇉𒋙𒀀,U+12000; U+121C9; U+122D9; U+12000,
U+12000,|A.LAGAB×KUL.MA₂.ŠU₂.A|,|A.LAGAB×HAL.X|,1,𒀀,𒀀𒇉X,U+12000; U+121C9; O,
U+121C9,|A.LAGAB×KUL.MA₂.ŠU₂.A|,|A.LAGAB×HAL.X|,2,𒇉,𒀀𒇉X,U+12000; U+121C9; O,
O,|A.LAGAB×KUL.MA₂.ŠU₂.A|,|A.LAGAB×HAL.X|,3,,𒀀𒇉X,U+12000; U+121C9; O,
U+12000,|A.LAGAB×KUL.MA₂.ŠU₂.A|,|A.LAGAB×KUL.ŠU₂|,1,𒀀,𒀀𒇒𒋙,U+12000; U+121D2; U+122D9,
U+121D2,|A.LAGAB×KUL.MA₂.ŠU₂.A|,|A.LAGAB×KUL.ŠU₂|,2,𒇒,𒀀𒇒𒋙,U+12000; U+121D2; U+122D9,
U+122D9,|A.LAGAB×KUL.MA₂.ŠU₂.A|,|A.LAGAB×KUL.ŠU₂|,3,𒋙,𒀀𒇒𒋙,U+12000; U+121D2; U+122D9,
U+12000,|A.LAGAB×KUL.MA₂.ŠU₂.A|,|A.LAGAB×KUL.ŠU₂.MA₂.A|,1,𒀀,𒀀𒇒𒋙𒈣𒀀,U+12000; U+121D2; U+122D9; U+12223; U+12000,
U+121D2,|A.LAGAB×KUL.MA₂.ŠU₂.A|,|A.LAGAB×KUL.ŠU₂.MA₂.A|,2,𒇒,𒀀𒇒𒋙𒈣𒀀,U+12000; U+121D2; U+122D9; U+12223; U+12000,
