unicode_id,allograph_sign,allograph_form,allograph_ucun,signList_analogue
U+120B0,|EZEN×LAL₂|,EZEN,𒂰,LAK611 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY113 [Standard Babylonian (any period) | Akkadian syllabary]; BAU298 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES303 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL261 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE262 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP284 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; ABZL158 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL285 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA156 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1245E,F₂,NIGIDAMIN@c,𒑞,LAK835^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK818 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP010 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+1245E,F₂,2(DIŠ@c)~a,𒑞,LAK818 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; RSP010 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]
U+120B8,|GA₂×(A.DA.HA)|,|GA₂×HA|,𒂸,LAK694 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES336 [Early Dynastic (~2900–2340 BCE) | Ebla]; ZATU173 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ZATU180 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+120B8,|GA₂×(A.DA.HA)|,|GA₂×(HA.HA)|,𒂸,LAK695 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES347 [Early Dynastic (~2900–2340 BCE) | Ebla]; ZATU174 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+120B8,|GA₂×(A.DA.HA)|,|LAGAB×HA|,𒂸,LAK784^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+120B8,|GA₂×(A.DA.HA)|,|LAGAB×(HA.A)|,𒂸,LAK784 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+120BB,|GA₂×(AB₂@t.TAB)|,|GA₂×(AB₂×GAN₂@t.TAB)|,𒂻,
U+120BB,|GA₂×(AB₂@t.TAB)|,|GA₂×(AB₂×ŠA₃.TAB)|,𒂻,
U+120D1,|GA₂×(HA.LU.EŠ₂)|,|GA₂×(HA.LU.UB)|,𒃑,MZL430 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA277 [Standard Babylonian (any period) | Akkado-Babylonian]
,|GA₂×(IGI@g.ME)|,|GA₂×IGI@g|,,
U+120DE,|GA₂×(ME.EN)|,|GA₂×(EN.ME)|,𒃞,LAK683 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL102 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL292 [Gudea period (~2100 BCE) | Lagash / Girsu]; MZL427 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA270 [Standard Babylonian (any period) | Akkado-Babylonian]
U+124C5,|GA₂×(NE.E₂)|,|GA₂×(E₂.NE)|,𒓅,LAK692 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES374 [Early Dynastic (~2900–2340 BCE) | Ebla]; ZATU251 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+120E0,|GA₂×NUN|,|LAGAB×NUN|,𒃠,LAK678 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL096 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU318 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU813 [Ur III (~2112–2004 BCE) | Administrative]; MZL397 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP241 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA244v [Standard Babylonian (any period) | Akkado-Babylonian]
,|GA₂×(SILA₃.ME)|,|GA×SILA₃|,,
U+120EB,|GA₂×UD|,|GA₂×ERIN₂|,𒃫,LAK697 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES343 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL420 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA262 [Standard Babylonian (any period) | Akkado-Babylonian]
,SUKUD,|TA×ŠE|,,RSP211 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; ABZL133 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL338 [Standard Babylonian (any period) | Akkado-Babylonian]
U+120F6,GAN,|GAN×HI|,𒃶,BAU048 [Early Dynastic (~2900–2340 BCE) | Lagash]; LAK644 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY105 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL120 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU047 [Early Dynastic (~2900–2340 BCE) | Lagash]; GCSL273 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL113 [Hittite period (~1650–1180 BCE) | Hittite]; KWU747 [Ur III (~2112–2004 BCE) | Administrative]; MZL253 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE058 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP428 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA143 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA092 [Standard Babylonian (any period) | Akkadian syllabary]
,GAN@s,|GAN×KASKAL|,,LAK645 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+120F7,GAN₂,GAN₂@c@v,𒃷,LAK089 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY077 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL106 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU061 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES055 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES322 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL026 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL061 [Hittite period (~1650–1180 BCE) | Hittite]; KWU100 [Ur III (~2112–2004 BCE) | Administrative]; MZL174 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE056 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP247 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA105 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA067 [Standard Babylonian (any period) | Akkadian syllabary]
U+120F7,GAN₂,GAN₂@t,𒃷,LAK186 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY078 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL095 [Gudea period (~2100 BCE) | Lagash / Girsu]; LAK089 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY077 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL106 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU061 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES055 [Early Dynastic (~2900–2340 BCE) | Ebla]; ELLES322 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL026 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL061 [Hittite period (~1650–1180 BCE) | Hittite]; KWU100 [Ur III (~2112–2004 BCE) | Administrative]; MZL174 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE056 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP247 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA105 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA067 [Standard Babylonian (any period) | Akkadian syllabary]
U+120F8,GAN₂@t,GAN₂,𒃸,LAK089 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK186 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY078 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL246 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES110 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL095 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU349 [Ur III (~2112–2004 BCE) | Administrative]; MZL175 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE326 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA105 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA068 [Standard Babylonian (any period) | Akkadian syllabary]
U+12103,|GI%GI|,|GI₄%GI₄|,𒄃,ASY177 [Standard Babylonian (any period) | Akkadian syllabary]; LAK465 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY039 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL250 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES244 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL258 [Hittite period (~1650–1180 BCE) | Hittite]; KWU124 [Ur III (~2112–2004 BCE) | Administrative]; MZL105 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE126 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP452 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA067 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA032 [Standard Babylonian (any period) | Akkadian syllabary]
U+12108,GIR₂,GIR₂@g,𒄈,LAK007 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK006 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY009 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL008 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU003 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES003 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL002 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL006 [Hittite period (~1650–1180 BCE) | Hittite]; KWU020 [Ur III (~2112–2004 BCE) | Administrative]; MZL006 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE005 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP339 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA010 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA009 [Standard Babylonian (any period) | Akkadian syllabary]
U+12109,GIR₂@g,GIR₂,𒄉,LAK006 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY009 [Standard Babylonian (any period) | Akkadian syllabary]; LAK007 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL008 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU004 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU005 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES004 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL003 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL006 [Hittite period (~1650–1180 BCE) | Hittite]; KWU021 [Ur III (~2112–2004 BCE) | Administrative]; MZL007 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE006 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP339bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA010 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA009 [Standard Babylonian (any period) | Akkadian syllabary]
U+1210A,GIR₃,KIŠ,𒄊,LAK240 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY247 [Standard Babylonian (any period) | Akkadian syllabary]; LAK248 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY259 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL291b [Old Babylonian (~2000–1600 BCE) | School texts]; BAU161a [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU161c [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES137 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL165 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL301 [Hittite period (~1650–1180 BCE) | Hittite]; KWU457 [Ur III (~2112–2004 BCE) | Administrative]; MZL701 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE133 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP463 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA444 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1210B,|GIR₃×(A.IGI)|,KIŠ,𒄋,LAK240 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY247 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL295 [Old Babylonian (~2000–1600 BCE) | School texts]; HZL303 [Hittite period (~1650–1180 BCE) | Hittite]; KWU464 [Ur III (~2112–2004 BCE) | Administrative]; MZL703 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA421 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1210C,|GIR₃×GAN₂@t|,KIŠ,𒄌,LAK240 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY247 [Standard Babylonian (any period) | Akkadian syllabary]; LAK251 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL293 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU165 [Early Dynastic (~2900–2340 BCE) | Lagash]; KWU462 [Ur III (~2112–2004 BCE) | Administrative]; MZL675 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP464 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA423 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1210E,|GIR₃×(LU.IGI)|,|GIR₃×(IGI.LU)|,𒄎,GCSL168 [Gudea period (~2100 BCE) | Lagash / Girsu]; LAK250 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES142 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL169 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU467 [Ur III (~2112–2004 BCE) | Administrative]; MZL702 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE138 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA421a [Standard Babylonian (any period) | Akkado-Babylonian]
U+12110,GISAL,GISAL,𒄐,LAK589 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL081 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES294 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL376 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP217 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; RSP367 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA226 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12110,GISAL,|GUD.GIŠ×TAK₄|,𒄐,LAK590 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK589 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL081 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES294 [Early Dynastic (~2900–2340 BCE) | Ebla]; MZL376 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP217 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA226 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12111,GIŠ,GIŠ~v,𒄑,BAU377 [Early Dynastic (~2900–2340 BCE) | Lagash]; LAK673 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY156 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL160 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU312 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES331 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL286 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL178 [Hittite period (~1650–1180 BCE) | Hittite]; KWU802 [Ur III (~2112–2004 BCE) | Administrative]; MZL469 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE279 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP231 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA296 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA137 [Standard Babylonian (any period) | Akkadian syllabary]
U+12117,|GU%GU|,|GU&GU|,𒄗,LAK510 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY308 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL251 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL892 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA569 [Standard Babylonian (any period) | Akkado-Babylonian]
,|GU₂.GAR₃|,|TUM×PAP|,𒄘𒃼,LAK063 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL087 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU050 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES039 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL025 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU689 [Ur III (~2112–2004 BCE) | Administrative]
,|GU₂.GAR₃|,IDIGNA,𒄘𒃼,LAK063 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL087 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU050 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES039 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL025 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU689 [Ur III (~2112–2004 BCE) | Administrative]
U+12119,|GU₂×KAK|,LAK545,𒄙,LAK545 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK549 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL088 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU332 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES289 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL202 [Hittite period (~1650–1180 BCE) | Hittite]; KWU153 [Ur III (~2112–2004 BCE) | Administrative]; KWU691 [Ur III (~2112–2004 BCE) | Administrative]; MZL178 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE243 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP356 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA108 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA070 [Standard Babylonian (any period) | Akkadian syllabary]
U+12128,GURUŠ,KAL,𒄨,LAK709^b [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY173 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL293 [Gudea period (~2100 BCE) | Lagash / Girsu]; LAK709^a [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL176 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU308 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES348 [Early Dynastic (~2900–2340 BCE) | Ebla]; KWU803 [Ur III (~2112–2004 BCE) | Administrative]; PTACE287 [Early Dynastic (~2900–2340 BCE) | Ebla]
U+12129,HA,HA@g,𒄩,LAK353 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY197 [Standard Babylonian (any period) | Akkadian syllabary]; BAU210 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES196 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL191 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE188 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP182 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK351 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY317 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL475 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU207 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES194 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL190 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL367 [Hittite period (~1650–1180 BCE) | Hittite]; KWU916 [Ur III (~2112–2004 BCE) | Administrative]; MZL856 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE187 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP181 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA589 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA279 [Standard Babylonian (any period) | Akkadian syllabary]
U+1212B,HA@g,HA,𒄫,LAK351 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY317 [Standard Babylonian (any period) | Akkadian syllabary]; BAU207 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES194 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL190 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE187 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP181 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK353 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY197 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL222 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU210 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES196 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL191 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL244A [Hittite period (~1650–1180 BCE) | Hittite]; KWU330 [Ur III (~2112–2004 BCE) | Administrative]; MZL558 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE188 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP182 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA346 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA172 [Standard Babylonian (any period) | Akkadian syllabary]
U+1212D,HI,DIN,𒄭,LAK237 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY270 [Standard Babylonian (any period) | Akkadian syllabary]; GCSL118 [Gudea period (~2100 BCE) | Lagash / Girsu]; PTACE127 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK359 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY229 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL277 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU184 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES197 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL149 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL335 [Hittite period (~1650–1180 BCE) | Hittite]; KWU446 [Ur III (~2112–2004 BCE) | Administrative]; MZL631 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE173 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP309 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA396 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA201 [Standard Babylonian (any period) | Akkadian syllabary]
U+1237D,|HI.GIR₃|,|GIR₃×HI|,𒍽,KWU474 [Ur III (~2112–2004 BCE) | Administrative]; ASY239 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL294 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL645 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP467 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA402 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA210 [Standard Babylonian (any period) | Akkadian syllabary]
U+1237D,|HI.GIR₃|,KIŠ,𒍽,LAK240 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY247 [Standard Babylonian (any period) | Akkadian syllabary]; ASY239 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL294 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL645 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP467 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA402 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA210 [Standard Babylonian (any period) | Akkadian syllabary]
U+1237D,|HI.GIR₃|,LAK240,𒍽,GCSL119 [Gudea period (~2100 BCE) | Lagash / Girsu]; ASY239 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL294 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL645 [Standard Babylonian (any period) | Akkado-Babylonian]; RSP467 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA402 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA210 [Standard Babylonian (any period) | Akkadian syllabary]
U+1212E,|HI×AŠ|,|HI×BAD|,𒄮,LAK366 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK361 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL278 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL634 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE174 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA405v2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1212E,|HI×AŠ|,|HI×MAŠ|,𒄮,ELLES199 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP312^a [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK361 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL278 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL634 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE174 [Early Dynastic (~2900–2340 BCE) | Ebla]; SLLHA405v2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12130,|HI×BAD|,|HI×AŠ|,𒄰,LAK361 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; PTACE174 [Early Dynastic (~2900–2340 BCE) | Ebla]; LAK366 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY235 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL279 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL152 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU452 [Ur III (~2112–2004 BCE) | Administrative]; RSP312 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA206 [Standard Babylonian (any period) | Akkadian syllabary]
U+12130,|HI×BAD|,|HI×AŠ@c|,𒄰,LAK366 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY235 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL279 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL152 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU452 [Ur III (~2112–2004 BCE) | Administrative]; RSP312 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA206 [Standard Babylonian (any period) | Akkadian syllabary]
U+12130,|HI×BAD|,|HI×AŠ@t|,𒄰,GCSL162 [Gudea period (~2100 BCE) | Lagash / Girsu]; LAK366 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY235 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL279 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL152 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU452 [Ur III (~2112–2004 BCE) | Administrative]; RSP312 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA206 [Standard Babylonian (any period) | Akkadian syllabary]
U+12130,|HI×BAD|,|HI×DIŠ|,𒄰,LAK366 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY235 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL279 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL152 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU452 [Ur III (~2112–2004 BCE) | Administrative]; RSP312 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SYA206 [Standard Babylonian (any period) | Akkadian syllabary]
