p_number,designation,period,provenience,subgenre,line_label,sumerian_reading,sign_sequence,akkadian_gloss
P271689,"Emar 6/1, 361, Msk 74146a",Middle Babylonian,Emar,Diri,o i' 28',hul,|IGI.UR|,
P271689,"Emar 6/1, 361, Msk 74146a",Middle Babylonian,Emar,Diri,o i' 29',hul,|IGI.UR|,
P271689,"Emar 6/1, 361, Msk 74146a",Middle Babylonian,Emar,Diri,o i' 30',ni₆-ni₆,|LAGAB.LAGAB|,
P271727,"Emar 6/2, 383-384, Msk 74152a",Middle Babylonian,Emar,Diri,o? 1',ŋa₂-ŋa₂,GA₂-GA₂,ša-ka₄-[nu]
P271727,"Emar 6/2, 383-384, Msk 74152a",Middle Babylonian,Emar,Diri,o? 2',ŋa₂-ŋa₂,<(GA₂-GA₂)>,ša-⸢ka⸣-[nu]
P271727,"Emar 6/2, 383-384, Msk 74152a",Middle Babylonian,Emar,Diri,o? 3',ra,RA,ra-ha-[ṣu]
P271727,"Emar 6/2, 383-384, Msk 74152a",Middle Babylonian,Emar,Diri,o? 4',ra-ra,RA-RA,da-a-[ku]
P271727,"Emar 6/2, 383-384, Msk 74152a",Middle Babylonian,Emar,Diri,r? 6',ŋalga,|GA₂×GAR|,⸢mil⸣-ku
P271727,"Emar 6/2, 383-384, Msk 74152a",Middle Babylonian,Emar,Diri,r? 7',arhuš,|GA₂×SAL|,ra-mu
P271727,"Emar 6/2, 383-384, Msk 74152a",Middle Babylonian,Emar,Diri,r? 8',[x]-⸢UŠ⸣,,re-du-u
P271728,"Emar 6/2, 384, Msk 74152b",Middle Babylonian,Emar,Diri,1',zur-zur,[AMAR-AMAR],[ku]-⸢un⸣-nu
P271728,"Emar 6/2, 384, Msk 74152b",Middle Babylonian,Emar,Diri,2',zur-zur,,[ku]-te-en-nu-[u]
P271728,"Emar 6/2, 384, Msk 74152b",Middle Babylonian,Emar,Diri,3',zur-zur,,⸢su⸣-up-pu-u
P271728,"Emar 6/2, 384, Msk 74152b",Middle Babylonian,Emar,Diri,4',zur-zur,,⸢su⸣-ul-lu-[u]
P271728,"Emar 6/2, 384, Msk 74152b",Middle Babylonian,Emar,Diri,5',zur-zur,,ṣu-uh-hu
P271728,"Emar 6/2, 384, Msk 74152b",Middle Babylonian,Emar,Diri,6',zur-zur,,šu-te-me-qu
P271728,"Emar 6/2, 384, Msk 74152b",Middle Babylonian,Emar,Diri,7',kukku,|KU₇.KU₇|,⸢mat⸣-qu
P271728,"Emar 6/2, 384, Msk 74152b",Middle Babylonian,Emar,Diri,8',kukku,,⸢ṭa⸣-a-bu
P271728,"Emar 6/2, 384, Msk 74152b",Middle Babylonian,Emar,Diri,9',kukku,,⸢da⸣-aš-pu
P271731,"Emar 6/2, 384, Msk 74152g",Middle Babylonian,Emar,Diri,1',u₂-du-ug,⸢AN⸣-[X],
P271731,"Emar 6/2, 384, Msk 74152g",Middle Babylonian,Emar,Diri,2',<(u₂-du-ug)>,⸢AN⸣-[X],
P271731,"Emar 6/2, 384, Msk 74152g",Middle Babylonian,Emar,Diri,3',<(u₂-du-ug)>,⸢AN⸣-[X],
P271731,"Emar 6/2, 384, Msk 74152g",Middle Babylonian,Emar,Diri,4',[gi]-di-im,⸢X⸣-[X],
P271731,"Emar 6/2, 384, Msk 74152g",Middle Babylonian,Emar,Diri,5',<(gi-di-im)>,⸢X⸣-[X],
P271731,"Emar 6/2, 384, Msk 74152g",Middle Babylonian,Emar,Diri,6',<(gi-di-im)>,,
P271859,"Emar 6/2, 486, Msk 74198d",Middle Babylonian,Emar,Diri,r i 1',lah₇,|DU@s&DU@s||DU@s&DU@s|,
P271859,"Emar 6/2, 486, Msk 74198d",Middle Babylonian,Emar,Diri,r i 2',,|DU@s&DU@s||DU@s&DU@s|,
P271859,"Emar 6/2, 486, Msk 74198d",Middle Babylonian,Emar,Diri,r i 3',,|DU@s&DU@s||DU@s&DU@s|,
P271859,"Emar 6/2, 486, Msk 74198d",Middle Babylonian,Emar,Diri,r i 4',,|DU@s&DU@s||DU@s&DU@s|,
P271859,"Emar 6/2, 486, Msk 74198d",Middle Babylonian,Emar,Diri,r i 5',,|DU@s&DU@s||DU@s&DU@s|,
P271859,"Emar 6/2, 486, Msk 74198d",Middle Babylonian,Emar,Diri,r i 6',,|DU@s&DU@s||DU@s&DU@s|,⸢re⸣-[du-u]
P271859,"Emar 6/2, 486, Msk 74198d",Middle Babylonian,Emar,Diri,r i 7',,|DU@s&DU@s||DU@s&DU@s|,u₂-[...]
P271859,"Emar 6/2, 486, Msk 74198d",Middle Babylonian,Emar,Diri,r i 8',lah₇-lah₇,|DU@s&DU@s||DU@s&DU@s||DU@s&DU@s|,[a-ru-u]
P271859,"Emar 6/2, 486, Msk 74198d",Middle Babylonian,Emar,Diri,r i 9',,|DU@s&DU@s||DU@s&DU@s||DU@s&DU@s|,i-[ta-ru-u]
P271859,"Emar 6/2, 486, Msk 74198d",Middle Babylonian,Emar,Diri,r i 10',,|DU@s&DU@s||DU@s&DU@s||DU@s&DU@s|,re-[du-u]
P271859,"Emar 6/2, 486, Msk 74198d",Middle Babylonian,Emar,Diri,r i 11',,|DU@s&DU@s||DU@s&DU@s||DU@s&DU@s|,⸢ri⸣-[te-du-u]
P271859,"Emar 6/2, 486, Msk 74198d",Middle Babylonian,Emar,Diri,r i 12',,⸢X⸣-[X],
P271859,"Emar 6/2, 486, Msk 74198d",Middle Babylonian,Emar,Diri,r i 8'',su₁₆,|BUR₂.BUR₂|,
P271859,"Emar 6/2, 486, Msk 74198d",Middle Babylonian,Emar,Diri,r i 9'',su₁₆,,
P271859,"Emar 6/2, 486, Msk 74198d",Middle Babylonian,Emar,Diri,r i 10'',bur₇,GURUN-⸢GURUN⸣,
P271859,"Emar 6/2, 486, Msk 74198d",Middle Babylonian,Emar,Diri,r i 11'',⸢x-x⸣,⸢X⸣-[X],
P274517,"CTN 4, 226",Neo-Assyrian,Nimrud,Diri,i' 1',[...]-⸢ṣu⸣,,
P274517,"CTN 4, 226",Neo-Assyrian,Nimrud,Diri,i' 2',[...]-ṣu,,
P274517,"CTN 4, 226",Neo-Assyrian,Nimrud,Diri,i' 3',[...]-ṣu,,
P274517,"CTN 4, 226",Neo-Assyrian,Nimrud,Diri,i' 4',[...]-⸢x⸣,,
P274517,"CTN 4, 226",Neo-Assyrian,Nimrud,Diri,ii' 1',{urud}uš₁₅,,
P274517,"CTN 4, 226",Neo-Assyrian,Nimrud,Diri,ii' 2',{urud}nun₂,{urud}|A.HA.KUD.DU|,[...
P274517,"CTN 4, 226",Neo-Assyrian,Nimrud,Diri,ii' 3',{urud}nunmeli,{urud}|BAR.HU.KAK|,MIN
P274517,"CTN 4, 226",Neo-Assyrian,Nimrud,Diri,ii' 4',{urud}šum-gam-me,{urud}|TAG.GAM.ME|,MIN
P274518,"CTN 4, 227",Neo-Assyrian,Nimrud,Diri,2',,|GA.KASKAL.KAL.NE|,ga
P274518,"CTN 4, 227",Neo-Assyrian,Nimrud,Diri,3',,|GA.KA×GU.SAR|,ga
P274518,"CTN 4, 227",Neo-Assyrian,Nimrud,Diri,4',mud,|HU.HI|,mu-ši-en
P274518,"CTN 4, 227",Neo-Assyrian,Nimrud,Diri,14',mušen-du₃,|HU.KAK|,mu-ši-en
P274518,"CTN 4, 227",Neo-Assyrian,Nimrud,Diri,15',ta-al,RI-RI,ta-al
P274518,"CTN 4, 227",Neo-Assyrian,Nimrud,Diri,16',,⸢HU⸣-HU,mu-ši-en
P274518,"CTN 4, 227",Neo-Assyrian,Nimrud,Diri,18',,|HU.NA₂|,{<MIN(mu-ši-en)>}
P278015,NABU 2007/005,Middle Babylonian,Nippur,Diri,o i 1,usan,,[liliātu]
P278015,NABU 2007/005,Middle Babylonian,Nippur,Diri,o i 2,an-zib₂,|AN.GU₂×NUN.PA.EL|,
P278015,NABU 2007/005,Middle Babylonian,Nippur,Diri,o i 3,{d}ti-mu₂-a,,
P278015,NABU 2007/005,Middle Babylonian,Nippur,Diri,o i 4,gansis,,[eṭûtu]
P278015,NABU 2007/005,Middle Babylonian,Nippur,Diri,o i 5,gansis,,[ekletu]
P278015,NABU 2007/005,Middle Babylonian,Nippur,Diri,o i 6,kab-ta,,{[d}kab-ta]
P278015,NABU 2007/005,Middle Babylonian,Nippur,Diri,o i 7,alamuš,{an}|TA×HI|,
P278015,NABU 2007/005,Middle Babylonian,Nippur,Diri,o i 8,ziz₂-zu-um,,
P278015,NABU 2007/005,Middle Babylonian,Nippur,Diri,o i 9,ziz₂-zu-um-zu-um,,
P278015,NABU 2007/005,Middle Babylonian,Nippur,Diri,o i 10,<(ziz₂-zu-um-zu-um)>,,
P278015,NABU 2007/005,Middle Babylonian,Nippur,Diri,o i 11,⸢x⸣-zu-[...],,
P278015,NABU 2007/005,Middle Babylonian,Nippur,Diri,r i 2',ilba,,[i-la-ba]
P278015,NABU 2007/005,Middle Babylonian,Nippur,Diri,r i 3',dub,,wa-at-rum]
P278015,NABU 2007/005,Middle Babylonian,Nippur,Diri,r i 4',⸢a-li⸣-[...],,
P278015,NABU 2007/005,Middle Babylonian,Nippur,Diri,r i 5',,DIŠ,
P278738,"MSL 15, 135 S18",Middle Babylonian,Nippur,Diri,r 1',azlag₃,|GIŠ.TUG₂.PI.KAR.DU|,
P278738,"MSL 15, 135 S18",Middle Babylonian,Nippur,Diri,r 2',azlag₅,|GIŠ.TUG₂.PI.KAR|,
P278738,"MSL 15, 135 S18",Middle Babylonian,Nippur,Diri,r 3',{ŋeš}mes,,
P278738,"MSL 15, 135 S18",Middle Babylonian,Nippur,Diri,r 4',umma{ki},|GIŠ.UH₃|{ki},
P278738,"MSL 15, 135 S18",Middle Babylonian,Nippur,Diri,r 5',kib-kib,KIB-⸢KIB⸣,
P278738,"MSL 15, 135 S18",Middle Babylonian,Nippur,Diri,r 6',6,,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 1,,|AMAR×ŠE.AMAR×ŠE|,ni-qu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 2,,|AMAR×ŠE.AMAR×ŠE|,na-qu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 3,<([...])>,|AMAR×ŠE.AMAR×ŠE|,ik-ri-bu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 4,<([...])>,|AMAR×ŠE.AMAR×ŠE|,ka-ri-bu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 5,<([...])>,|AMAR×ŠE.AMAR×ŠE|,ka-ra-bu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 6,<([...])>,|AMAR×ŠE.AMAR×ŠE|,te-e-mi-qu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 7,<([...])>,|AMAR×ŠE.AMAR×ŠE|,su-up-pu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 8,<([...])>,|AMAR×ŠE.AMAR×ŠE|,su-ul-lu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 9,<([...])>,|AMAR×ŠE.AMAR×ŠE|,te-es-li-tu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 10,<([...])>,|AMAR×ŠE.AMAR×ŠE|,nu-uh-hu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 11,zur-zur,|AMAR.AMAR|,ku-un-nu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 12,zur-zur,|AMAR.AMAR|,ku-te-en-nu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 13,zur-zur,|AMAR.AMAR|,um(AL-)mu-qu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 14,zur-zur,|AMAR.AMAR|,šu-te-mu-qu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 15,zur-zur,|AMAR.AMAR|,šu-ta-mu-qu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 16,zur-zur,|AMAR.AMAR|,ṣu-uh-hu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 17,lah₅,|DU.DU|,ša-la-lum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 18,lah₅,|DU.DU|,ša-lu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 19,lah₅,|DU.DU|,re-du-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 20,lah₅,|DU.DU|,ru-ʾu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 21,lah₅,|DU.DU|,a-ha-zu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 22,lah₅,|DU.DU|,e-ze-bu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 23,lah₅,|DU.DU|,a-ba-ʾu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 24,lah₅,|DU.DU|,ba-ba-lum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 25,lah₅,|DU.DU|,e-še-ʾu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 26,lah₅,|DU.DU|,e-be₂-lum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 27,lah₅,|DU.DU|,{<KIMIN(e-be₂-lum)>}
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 28,lah₅,|DU.DU|,re-iu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 29,lah₅,|DU.DU|,ri-te-iu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 30,lah₄-lah₄,|DU&DU||DU&DU|,ri-te-du-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 31,lah₄-lah₄,|DU&DU||DU&DU|,i-tar-ru
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i `32,lah₄-lah₄,|DU&DU||DU&DU|,i-tab-bu-lum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 33,lah₄-lah₄,|DU&DU||DU&DU|,bu-ub-bu-lum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 34,lah₄-lah₄,|DU&DU||DU&DU|,šu-bu-lum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 35,lah₄-lah₄,|DU&DU||DU&DU|,šu-ta-bu-lum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 36,a-li-ik,alikₓ(|DU.KI|),{<ŠU(ālik)>}
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 37,la-si-im,lasimₓ(|DU@s.KI|),{<ŠU(lāsim)>}
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 38,gana₃,|DU@s.A|,e-ṣi-id
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 39,gigri₂,|DU@s.DU@s|,ṭe-e-bu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 40,gigri₂,|DU@s.DU@s|,ṭi-ta-bu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 41,gigri₂,|DU@s.DU@s|,hi-tal-lu-pu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 42,gigri₂,|DU@s.DU@s|,hi-tal-lu-lu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 43,gigri₂,|DU@s.DU@s|,hi-tal-lu-ṣu₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 44,gigri₂,|DU@s.DU@s|,ša-lu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 45,gigri₂,|DU@s.DU@s|,na-pa-gu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 46,gigri₂,|DU@s.DU@s|,ra-be-e
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 47,gigri₂,|DU@s.DU@s|,da-ra-ru
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 48,du₉-du₉,|BUR₂.BUR₂|,ma-a-ṣu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 49,du₉-du₉,|BUR₂.BUR₂|,ša-a-bu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 50,du₉-du₉,|BUR₂.BUR₂|,ṭa-a-pu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 51,du₉-du₉,|BUR₂.BUR₂|,da-ʾa-<a>-mu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 52,du₉-du₉,|BUR₂.BUR₂|,da-a-lu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 53,du₉-du₉,|BUR₂.BUR₂|,du-ʾu-u₂-mu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 54,du₉-du₉,|BUR₂.BUR₂|,dub-bu-bu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 55,du₉-du₉,|BUR₂.BUR₂|,⸢ta⸣-mu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 56,du₉-du₉,|BUR₂.BUR₂|,AL-bu-bu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 57,du₉-du₉,|BUR₂.BUR₂|,na-a-qu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 58,du₉-du₉,|BUR₂.BUR₂|,na-a-šu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 59,ara₅,|HI×AŠ₂.HI×AŠ₂|,ṭe₄-e-nu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 60,ara₅,|HI×AŠ₂.HI×AŠ₂|,ṭe₄-ʾi-i-nu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 61,ara₅,|HI×AŠ₂.HI×AŠ₂|,pe-e-nu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 62,ara₅,|HI×AŠ₂.HI×AŠ₂|,pe-e-ṣu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 63,ara₅,|HI×AŠ₂.HI×AŠ₂|,a-ra-ar-ru
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 64,ara₅,|HI×AŠ₂.HI×AŠ₂|,sa-am-du
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 65,ara₅,|HI×AŠ₂.HI×AŠ₂|,sa-mi-du
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 66,ara₅,|HI×AŠ₂.HI×AŠ₂|,ha-ša-lum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 67,kinkin₂,|HI×AŠ₂.HI×AŠ₂|,ṭe₄-e-nu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 68,kinkin₂,|HI×AŠ₂.HI×AŠ₂|,sa-mi-i-du
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 69,kinkin₂,|HI×AŠ₂.HI×AŠ₂|,ma-lu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 70,u₂-uh,uhₓ(|HI×NUN.HI×NUN|),up-lum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 71,<(u₂-uh)>,uhₓ(|HI×NUN.HI×NUN|),na-a-bu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 72,<(u₂-uh)>,uhₓ(|HI×NUN.HI×NUN|),kal-ma-tu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 73,<(u₂-uh)>,uhₓ(|HI×NUN.HI×NUN|),pe-er-sa-ʾu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 74,<(u₂-uh)>,uhₓ(|HI×NUN.HI×NUN|),KA.KA.SI.GA
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 75,lilib,|IGI.IGI|,sar-[ru]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 76,lilib,|IGI.IGI|,sar-⸢ra⸣-[ru]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 77,lilib,|IGI.IGI|,hab-[ba-tu]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 78,lilib,|IGI.IGI|,⸢mu⸣-[ut-ta-ah-li-lum]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 79,bad₅-bad₅,|IGI.IGI|,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 80,bad₅-bad₅,|IGI.IGI|,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o i 81,bad₅-bad₅,|IGI.IGI|,
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 1,palil,|IGI.DU|,a-[ša-re-du]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 2,palil,|IGI.DU|,a-lik
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 3,palil,|IGI.DU|,a-lik
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 4,ildum,|IGI.EŠ₂.DU.ERIN₂|,il-lat
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 5,ildum,|IGI.EŠ₂.DU.ERIN₂|,pi-qit-ti
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 6,ildu₂,|IGI.NAGAR.BU|,il-lat
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 7,ŋiškim,|IGI.DUB|,it-tum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 8,ŋiškim,|IGI.DUB|,qi₂-ip-tum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 9,ŋiškim,|IGI.DUB|,tu-kul-tum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 10,ŋiškim,|IGI.DUB|,ta-ka-lum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 11,ŋiškim,|IGI.DUB|,wa{a}tu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 12,ŋiškim,|IGI.DUB|,u₂-du-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 13,ŋiškim,|IGI.DUB|,u₂-te-du-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 14,ŋiškim,|IGI.DUB|,gis-ki-im-mu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 15,agrig,|IGI.DUB|,ag-ri-iq-qu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 16,agrig,|IGI.DUB|,a-ba-rak-ku
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 17,imhur₄,|IGI.A|,hur-hu-mat
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 18,imhur₂,|IGI.BI|,{<KIMIN(hur-hu-mat)>}
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 19,imhur₃,|IGI.GA|,{<KIMIN(hur-hu-mat)>}
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 20,u₃,|IGI.LU|,u₃-ia-i
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 21,u₃,|IGI.LU|,a-ia-i
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 22,u₃,|IGI.LU|,u₃
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 23,u₃,|IGI.LU|,ši-it-tu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 24,u₃,|IGI.LU|,ka-a-ru
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 25,u₃,|IGI.LU|,ṣa-la-⸢lu⸣
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 26,u₃,|IGI.LU|,a-ma-ru
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 27,u₃,|IGI.LU|,lu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 28,u₃,|IGI.LU|,li-i
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 29,u₃,|IGI.LU|,ma(GIŠ)
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 30,u₃,|IGI.LU|,IŠ-[x]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 31,u₃,|IGI.LU|,ka-[a]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 32,u₃,|IGI.LU|,a-na-[ku]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 33,u₃,|IGI.LU|,at(AB-)[ta]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 34,u₃,|IGI.LU|,šu-[u₂]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 35,u₃,|IGI.LU|,an-na-tu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 36,libir(|IGI.LU|),|IGI.LU|,la-be-⸢ru⸣
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 37,libir(|IGI.LU|),|IGI.LU|,la-ba-⸢ru⸣
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 38,si-i,si₅(|IGI.LU|),a-ga-lum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 39,hul,|IGI.UR|,lem-nu
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 40,hul,|IGI.UR|,ma-aš₂-[ku]
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 41,hul,|IGI.UR|,zi-i-⸢ru⸣
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 42,hul,|IGI.UR|,ṣa-ab-⸢ru⸣
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 43,hul,|IGI.UR|,qal-lum
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 44,hul,|IGI.UR|,gal-lu-u₂
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 45,hul,|IGI.UR|,pa-ši-⸢x⸣
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 46,hul,|IGI.UR|,bi-iʾ-⸢šu⸣
P282493,"MAOG 03/3, 047-055",Middle Assyrian,Assur,Diri,o ii 47,hul,|IGI.UR|,pa-aš₂-⸢qu⸣
