unicode_id,sign_grapheme,sign_source,sign_structure,structural_hint,component_position,sign_name,allograph_form,graphic_variant_id,sign_type,compound_form,compound_grapheme,compound_unicode,unicodeTrLit,syllabary_sign,typePhonetic_Version,phonetic_version,signList_analogue
,,OSL,not_identified,compound_unresolved,,|4×(LUGAL.X)|,,4LUGALX_v1,Type_3,,,,,,No Sign Identity,,
U+12217,𒈗,OSL,compound,,1,|LUGAL.GAL|,,LUGALGAL_v1,Type_2,|LUGAL.GAL|,𒈗𒃲,U+12217; U+120F2,lugal,LUGAL,Attested Compound Reading,LUGAL.GAL,
U+120F2,𒃲,OSL,compound,,2,|LUGAL.GAL|,,LUGALGAL_v1,Type_2,|LUGAL.GAL|,𒈗𒃲,U+12217; U+120F2,gal,GAL,Attested Compound Reading,LUGAL.GAL,
U+12217,𒈗,OSL,compound,,1,|LUGAL.GAM|,,LUGALGAM_v1,Type_2,|LUGAL.GAM|,𒈗𒃵,U+12217; U+120F5,lugal,LUGAL,Attested Compound Reading,dimₓ,
U+120F5,𒃵,OSL,compound,,2,|LUGAL.GAM|,,LUGALGAM_v1,Type_2,|LUGAL.GAM|,𒈗𒃵,U+12217; U+120F5,gam,GAM,Attested Compound Reading,dimₓ,
U+12217,𒈗,OSL,compound,,1,|LUGAL.GAN|,,LUGALGAN_v1,Type_2,|LUGAL.GAN|,𒈗𒃶,U+12217; U+120F6,lugal,LUGAL,Attested Compound Reading,dim₉|kamad₂,MZL267 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA150v2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+120F6,𒃶,OSL,compound,,2,|LUGAL.GAN|,,LUGALGAN_v1,Type_2,|LUGAL.GAN|,𒈗𒃶,U+12217; U+120F6,gan,GAN,Attested Compound Reading,dim₉|kamad₂,MZL267 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA150v2 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12217,𒈗,OSL,compound,,1,|LUGAL.HI×BAD|,,LUGALHIB_v1,Type_2,|LUGAL.HI×BAD|,𒈗𒄰,U+12217; U+12130,lugal,LUGAL,Attested Compound Reading,dim₁₁,
U+12130,𒄰,OSL,compound,,2,|LUGAL.HI×BAD|,,LUGALHIB_v1,Type_2,|LUGAL.HI×BAD|,𒈗𒄰,U+12217; U+12130,hi × bad,HI×BAD,Attested Compound Reading,dim₁₁,
U+12219,𒈙,OSL,atomic,,,|LUGAL&LUGAL|,|LUGAL@LUGAL|,LUGALLUG_v1,Type_1,,,,lugal opposing lugal,LUGAL,Single Sign Reading,BIŠEBA | BIŠEBI | HANIŠ2 | LILLAN | LUGAL | LUGALA | NURRA | RAB3 | SAG4 | SAĜ4 | bišeba | bišebi | haniš2 | lillan | lugal | lugala | nurra | rab3 | sag4 | saĝ4 | ŠAR3 | ŠARAX(LUGAL) | ŠARRA | ŠARRU | ŠUGUR | šar3 | šarax(LUGAL) | šarra | šarru | šugur,MZL268 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA151v [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA151vn [Standard Babylonian (any period) | Akkado-Babylonian]
U+12218,𒈘,OSL,atomic,inherited_from_parent,,|LUGAL&LUGAL|,|LUGAL%LUGAL|,LUGALLUG_v2,Type_3,,,,lugal / lugal,|LUGAL&LUGAL|,Single Sign Reading,adamen₂ | adamin₂ | dadrum? | gug₅ | kukuₓ | adamenₓ | eₓ | gug₅ | adamin₂ | gug₅,SLLHA151vn [Standard Babylonian (any period) | Akkado-Babylonian]
U+1221A,𒈚,OSL,atomic,,,LUGAL@s,,LUGALS_v1,Type_1,,,,lugal sheshig,LUGAL@s,Single Sign Reading,dimₓ,LAK166 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]
U+1221B,𒈛,OSL,atomic,,,LUH,,LUH_v1,Type_1,,,,luh,LUH,Single Sign Reading,HULUH | LAH3 | LAHA3 | LIH3 | LUH | LUHU | NAH | RAH | RIH | RUH | SUBUR2 | SUGAL7 | SUKAL | SUKKAL | huluh | lah3 | laha3 | lih3 | luh | luhu | nah | rah | rih | ruh | subur2 | sugal7 | sukal | sukkal | ŠUKAL | ŠUKKAL | šukal | šukkal,LAK168 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY172 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL196 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU092 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES096 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL079 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL198 [Hittite period (~1650–1180 BCE) | Hittite]; KWU321 [Ur III (~2112–2004 BCE) | Administrative]; KWU766 [Ur III (~2112–2004 BCE) | Administrative]; MZL494 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE104 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP131 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA321 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA150 [Standard Babylonian (any period) | Akkadian syllabary]
,,OSL,not_identified,,,LUH@180,,LUH180_v1,Type_3,,,,,,No Sign Identity,,
U+1221C,󰁷,OSL,atomic,inherited_from_parent,,LUL,LAK244,LUL_v1,Type_3,,,,lul,LUL,Single Sign Reading,BAH3 | BUH | DUGAX(LUL) | DUNGA2 | ILUMER3 | KA5 | KUŠUM2 | LAB2 | LEP | LIB | LIBI | LIP | LU5 | LUB | LUGX(LUL) | LUL | LULU | LUP | NAR | NARI | PAH | PAN2 | PIH | PUH | SAR7 | SULUG | ZULUG | bah3 | buh | dugax(LUL) | dunga2 | ilumer3 | ka5 | kušum2 | lab2 | lep | lib | libi | lip | lu5 | lub | lugx(LUL) | lul | lulu | lup | nar | nari | pah | pan2 | pih | puh | sar7 | sulug | zulug | ŠATAM | ŠATTAM | ŠAŢAM | ŠE11 | šatam | šattam | šaţam | še11,LAK244 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ELLES138 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP468ter [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK242 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK243 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY207 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL296 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU103a [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU160 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES136 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL164 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU455 [Ur III (~2112–2004 BCE) | Administrative]; MZL570 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE131 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP468 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA355 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA181 [Standard Babylonian (any period) | Akkadian syllabary]
U+1221C,󰁶,OSL,atomic,inherited_from_parent,,LUL,RSP468bis,LUL_v2,Type_3,,,,lul,LUL,Single Sign Reading,BAH3 | BUH | DUGAX(LUL) | DUNGA2 | ILUMER3 | KA5 | KUŠUM2 | LAB2 | LEP | LIB | LIBI | LIP | LU5 | LUB | LUGX(LUL) | LUL | LULU | LUP | NAR | NARI | PAH | PAN2 | PIH | PUH | SAR7 | SULUG | ZULUG | bah3 | buh | dugax(LUL) | dunga2 | ilumer3 | ka5 | kušum2 | lab2 | lep | lib | libi | lip | lu5 | lub | lugx(LUL) | lul | lulu | lup | nar | nari | pah | pan2 | pih | puh | sar7 | sulug | zulug | ŠATAM | ŠATTAM | ŠAŢAM | ŠE11 | šatam | šattam | šaţam | še11,RSP468bis [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; LAK242 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; LAK243 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY207 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL296 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU103a [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU160 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES136 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL164 [Gudea period (~2100 BCE) | Lagash / Girsu]; KWU455 [Ur III (~2112–2004 BCE) | Administrative]; MZL570 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE131 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP468 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA355 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA181 [Standard Babylonian (any period) | Akkadian syllabary]
U+1221C,𒈜,OSL,compound,,1,|LUL.A|,,LULA_v1,Type_2,|LUL.A|,𒈜𒀀,U+1221C; U+12000,lul,LUL,Attested Compound Reading,ka₁₀|libₓ|lulₓ,
U+12000,𒀀,OSL,compound,,2,|LUL.A|,,LULA_v1,Type_2,|LUL.A|,𒈜𒀀,U+1221C; U+12000,a,A,Attested Compound Reading,ka₁₀|libₓ|lulₓ,
U+1221C,𒈜,OSL,compound,,1,|LUL.AŠ|,,LULAS_v1,Type_2,|LUL.AŠ|,𒈜𒀸,U+1221C; U+12038,lul,LUL,No Attested Compound Reading,,
U+12038,𒀸,OSL,compound,,2,|LUL.AŠ|,,LULAS_v1,Type_2,|LUL.AŠ|,𒈜𒀸,U+1221C; U+12038,ash,AŠ,No Attested Compound Reading,,
U+1221C,𒈜,OSL,compound,,1,|LUL.BALAG|,,LULBALAG_v1,Type_2,|LUL.BALAG|,𒈜𒁆,U+1221C; U+12046,lul,LUL,Attested Compound Reading,tegi₂|tigi₂|tigu₂,
U+12046,𒁆,OSL,compound,,2,|LUL.BALAG|,,LULBALAG_v1,Type_2,|LUL.BALAG|,𒈜𒁆,U+1221C; U+12046,balag,BALAG,Attested Compound Reading,tegi₂|tigi₂|tigu₂,
U+1221C,𒈜,OSL,compound,,1,|LUL.DIN.LIŠ|,,LULDINLI_v1,Type_2,|LUL.DIN.LIŠ|,𒈜𒁷𒇺,U+1221C; U+12077; U+121FA,lul,LUL,Attested Compound Reading,tigiₓ,
U+12077,𒁷,OSL,compound,,2,|LUL.DIN.LIŠ|,,LULDINLI_v1,Type_2,|LUL.DIN.LIŠ|,𒈜𒁷𒇺,U+1221C; U+12077; U+121FA,din,DIN,Attested Compound Reading,tigiₓ,
U+121FA,𒇺,OSL,compound,,3,|LUL.DIN.LIŠ|,,LULDINLI_v1,Type_2,|LUL.DIN.LIŠ|,𒈜𒁷𒇺,U+1221C; U+12077; U+121FA,lish,LIŠ,Attested Compound Reading,tigiₓ,
U+1221C,𒈜,OSL,compound,,1,|LUL.E₂.BALAG|,,LULEBALA_v1,Type_2,|LUL.E₂.BALAG|,𒈜𒂍𒁆,U+1221C; U+1208D; U+12046,lul,LUL,Attested Compound Reading,tigiₓ,
U+1208D,𒂍,OSL,compound,,2,|LUL.E₂.BALAG|,,LULEBALA_v1,Type_2,|LUL.E₂.BALAG|,𒈜𒂍𒁆,U+1221C; U+1208D; U+12046,e₂,E2,Attested Compound Reading,tigiₓ,
U+12046,𒁆,OSL,compound,,3,|LUL.E₂.BALAG|,,LULEBALA_v1,Type_2,|LUL.E₂.BALAG|,𒈜𒂍𒁆,U+1221C; U+1208D; U+12046,balag,BALAG,Attested Compound Reading,tigiₓ,
U+1221C,𒈜,OSL,compound,,1,|LUL×A|,,LULA_v1,Type_2,|LUL×A|,𒈜𒀀,U+1221C; U+12000,lul,LUL,No Attested Compound Reading,,
U+12000,𒀀,OSL,compound,,2,|LUL×A|,,LULA_v1,Type_2,|LUL×A|,𒈜𒀀,U+1221C; U+12000,a,A,No Attested Compound Reading,,
U+1221C,𒈜,OSL,compound,,1,|LUL×ŠE|,,LULSE_v1,Type_2,|LUL×ŠE|,𒈜𒊺,U+1221C; U+122BA,lul,LUL,No Attested Compound Reading,,
U+122BA,𒊺,OSL,compound,,2,|LUL×ŠE|,,LULSE_v1,Type_2,|LUL×ŠE|,𒈜𒊺,U+1221C; U+122BA,she,ŠE,No Attested Compound Reading,,
,,OSL,not_identified,compound_unresolved,,|LUL×3(DIŠ@t)|,,LUL3DIST_v1,Type_3,,,,,,No Sign Identity,,
U+1221D,𒈝,OSL,atomic,,,LUM,,LUM_v1,Type_1,,,,lum,LUM,Single Sign Reading,EGIR5 | EĜIR5 | GAMX(LUM) | GU15 | GUD6 | GUM2 | GUMU | GUN5 | GUZ | HU5 | HUM | HUMU | HUS | HUZ | KUNX(LUM) | KUS2 | KUĜX(LUM) | KUŞ2 | LAMX(LUM) | LU4 | LUM | LUMA | LUMU | NIM4 | NU4 | NUM2 | QUM3 | egir5 | eĝir5 | gamx(LUM) | gu15 | gud6 | gum2 | gumu | gun5 | guz | hu5 | hum | humu | hus | huz | kunx(LUM) | kus2 | kuĝx(LUM) | kuş2 | lamx(LUM) | lu4 | lum | luma | lumu | nim4 | nu4 | num2 | qum3,LAK194 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY307 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL248 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU123 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES114 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL100 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL310 [Hittite period (~1650–1180 BCE) | Hittite]; KWU358 [Ur III (~2112–2004 BCE) | Administrative]; MZL900 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE213 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP138 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA565 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA271 [Standard Babylonian (any period) | Akkadian syllabary]
U+1221D,𒈝,OSL,compound,,1,|LUM.LUM|,,LUMLUM_v1,Type_2,|LUM.LUM|,𒈝𒈝,U+1221D; U+1221D,lum,LUM,Attested Compound Reading,gugumu|luhum?,
U+1221D,𒈝,OSL,compound,,2,|LUM.LUM|,,LUMLUM_v1,Type_2,|LUM.LUM|,𒈝𒈝,U+1221D; U+1221D,lum,LUM,Attested Compound Reading,gugumu|luhum?,
U+1221E,𒈞,OSL,atomic,inherited_from_parent,,|LUM&LUM|,|LUM%LUM|,LUMLUM_v1,Type_3,,,,lum / lum,|LUM&LUM|,Single Sign Reading,gum₂-gum₂ | gumgum,MZL902 [Standard Babylonian (any period) | Akkado-Babylonian]
U+1221E,𒈞,OSL,compound,,1,|LUM&LUM.DU@s|,,LUMLUMDU_v1,Type_2,|LUM&LUM.DU@s|,𒈞𒁽,U+1221E; U+1207D,lum / lum,|LUM&LUM|,Attested Compound Reading,gum₂-gum₂-kaš₄|gumgumₓ,
U+1207D,𒁽,OSL,compound,,2,|LUM&LUM.DU@s|,,LUMLUMDU_v1,Type_2,|LUM&LUM.DU@s|,𒈞𒁽,U+1221E; U+1207D,du sheshig,DU@s,Attested Compound Reading,gum₂-gum₂-kaš₄|gumgumₓ,
U+1221F,𒈟,OSL,atomic,,,|LUM&LUM.GAR&GAR|,,LUMLUMGA_v1,Type_1,,,,lum / lum gar / gar,|LUM&LUM.GAR&GAR|,Single Sign Reading,lugud₃,MZL904 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA566b [Standard Babylonian (any period) | Akkado-Babylonian]
U+1221E,𒈞,OSL,compound,,1,|LUM&LUM.ŠU₂|,,LUMLUMSU_v1,Type_2,|LUM&LUM.ŠU₂|,𒈞𒋙,U+1221E; U+122D9,lum / lum,|LUM&LUM|,Attested Compound Reading,guhšu₂|gum₂-gum₂-šu₂|gumgumšu,MZL903 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA566 [Standard Babylonian (any period) | Akkado-Babylonian]
U+122D9,𒋙,OSL,compound,,2,|LUM&LUM.ŠU₂|,,LUMLUMSU_v1,Type_2,|LUM&LUM.ŠU₂|,𒈞𒋙,U+1221E; U+122D9,shu₂,ŠU2,Attested Compound Reading,guhšu₂|gum₂-gum₂-šu₂|gumgumšu,MZL903 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA566 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12220,𒈠,OSL,atomic,,,MA,,MA_v1,Type_1,,,,ma,MA,Single Sign Reading,MA | PEŠ3 | PEŠŠE | WA6 | ma | peš3 | pešše | wa6,LAK034 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY193 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL166 [Old Babylonian (~2000–1600 BCE) | School texts]; BAU028 [Early Dynastic (~2900–2340 BCE) | Lagash]; BAU079 [Early Dynastic (~2900–2340 BCE) | Lagash]; ELLES019 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL009 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL208 [Hittite period (~1650–1180 BCE) | Hittite]; KWU098 [Ur III (~2112–2004 BCE) | Administrative]; MZL552 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE026 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP289 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA342 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA168 [Standard Babylonian (any period) | Akkadian syllabary]
U+12220,𒈠,OSL,compound,,1,|MA×GAN₂@t|,,MAGANT_v1,Type_2,|MA×GAN₂@t|,𒈠𒃸,U+12220; U+120F8,ma,MA,Attested Compound Reading,MA×GANA2@t,PTACE028 [Early Dynastic (~2900–2340 BCE) | Ebla]
U+120F8,𒃸,OSL,compound,,2,|MA×GAN₂@t|,,MAGANT_v1,Type_2,|MA×GAN₂@t|,𒈠𒃸,U+12220; U+120F8,gan₂ tenu,GAN2@t,Attested Compound Reading,MA×GANA2@t,PTACE028 [Early Dynastic (~2900–2340 BCE) | Ebla]
,,OSL,not_identified,compound_unresolved,,|MA×X|,,MAX_v1,Type_3,,,,,,No Sign Identity,,
U+12220,𒈠,OSL,compound,,1,MA@g,|MA×GAN₂@t|,MAG_v1,Type_2,|MA×GAN₂@t|,𒈢,U+12220; U+120F8,ma,MA,Attested Compound Reading,MA×GANA2@t,LAK035 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL218 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES020 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL219 [Hittite period (~1650–1180 BCE) | Hittite]; KWU292 [Ur III (~2112–2004 BCE) | Administrative]; MZL270 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE027 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP290 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA146 [Standard Babylonian (any period) | Akkado-Babylonian]
U+120F8,𒃸,OSL,compound,,2,MA@g,|MA×GAN₂@t|,MAG_v1,Type_2,|MA×GAN₂@t|,𒈢,U+12220; U+120F8,gan₂ tenu,GAN2@t,Attested Compound Reading,MA×GANA2@t,LAK035 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ABZL218 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES020 [Early Dynastic (~2900–2340 BCE) | Ebla]; HZL219 [Hittite period (~1650–1180 BCE) | Hittite]; KWU292 [Ur III (~2112–2004 BCE) | Administrative]; MZL270 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE027 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP290 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA146 [Standard Babylonian (any period) | Akkado-Babylonian]
U+12221,𒈡,OSL,atomic,,,|MA@g×TAK₄|,,MAGTAK_v1,Type_1,,,,ma × tak₄,MA×TAK4,Single Sign Reading,MA×TAK4 | ŠIRX(|MA×TAK4|) | širx(|MA×TAK4|),ELLES164 [Early Dynastic (~2900–2340 BCE) | Ebla]
U+12223,𒈣,OSL,atomic,,,MA₂,,MA_v1,Type_1,,,,ma₂,MA2,Single Sign Reading,HUX(MA2) | MA2 | hux(MA2) | ma2,LAK529 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY088 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL050 [Old Babylonian (~2000–1600 BCE) | School texts]; ELLES282 [Early Dynastic (~2900–2340 BCE) | Ebla]; GCSL032 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL087 [Hittite period (~1650–1180 BCE) | Hittite]; KWU097 [Ur III (~2112–2004 BCE) | Administrative]; MZL201 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE033 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP294 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA122 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA077 [Standard Babylonian (any period) | Akkadian syllabary]
U+12137,𒄷,OSL,compound,,1,|MA₂.HU|,|HU.MA₂|,MAHU_v1,Type_2,|HU.MA₂|,𒄷𒈣,U+12137; U+12223,hu,HU,No Attested Compound Reading,,
U+12223,𒈣,OSL,compound,,2,|MA₂.HU|,|HU.MA₂|,MAHU_v1,Type_2,|HU.MA₂|,𒄷𒈣,U+12137; U+12223,ma₂,MA2,No Attested Compound Reading,,
U+12223,𒈣,OSL,compound,,1,|MA₂.IGI@g|,|MA₂.IGI|,MAIGIG_v1,Type_2,|MA₂.IGI|,𒈣𒅆,U+12223; U+12146,ma₂,MA2,Compound Nested in Longer Form,,
U+12146,𒅆,OSL,compound,,2,|MA₂.IGI@g|,|MA₂.IGI|,MAIGIG_v1,Type_2,|MA₂.IGI|,𒈣𒅆,U+12223; U+12146,igi,IGI,Compound Nested in Longer Form,,
U+12223,𒈣,OSL,compound,,1,|MA₂.KASKAL.IGI@g|,,MAKASKAL_v1,Type_2,|MA₂.KASKAL.IGI@g|,𒈣𒆜𒅊,U+12223; U+1219C; U+1214A,ma₂,MA2,Attested Compound Reading,MA2.KASKAL.IGI@g,
U+1219C,𒆜,OSL,compound,,2,|MA₂.KASKAL.IGI@g|,,MAKASKAL_v1,Type_2,|MA₂.KASKAL.IGI@g|,𒈣𒆜𒅊,U+12223; U+1219C; U+1214A,kaskal,KASKAL,Attested Compound Reading,MA2.KASKAL.IGI@g,
U+1214A,𒅊,OSL,compound,,3,|MA₂.KASKAL.IGI@g|,,MAKASKAL_v1,Type_2,|MA₂.KASKAL.IGI@g|,𒈣𒆜𒅊,U+12223; U+1219C; U+1214A,igi gunu,IGI@g,Attested Compound Reading,MA2.KASKAL.IGI@g,
U+12223,𒈣,OSL,compound,,1,|MA₂.KASKAL.IGI@g&IGI@g|,,MAKASKAL_v1,Type_2,|MA₂.KASKAL.IGI@g&IGI@g|,𒈣𒆜X,U+12223; U+1219C; X,ma₂,MA2,Attested Compound Reading,MA2.KASKAL.IGI@g&IGI@g,
U+1219C,𒆜,OSL,compound,,2,|MA₂.KASKAL.IGI@g&IGI@g|,,MAKASKAL_v1,Type_2,|MA₂.KASKAL.IGI@g&IGI@g|,𒈣𒆜X,U+12223; U+1219C; X,kaskal,KASKAL,Attested Compound Reading,MA2.KASKAL.IGI@g&IGI@g,
X,,OSL,compound,,3,|MA₂.KASKAL.IGI@g&IGI@g|,,MAKASKAL_v1,Type_2,|MA₂.KASKAL.IGI@g&IGI@g|,𒈣𒆜X,U+12223; U+1219C; X,,,Attested Compound Reading,MA2.KASKAL.IGI@g&IGI@g,
U+12223,𒈣,OSL,compound,,1,|MA₂.LIŠ|,|MA₂.HI.DIŠ|,MALIS_v1,Type_2,|MA₂.HI.DIŠ|,𒈣𒄭𒁹,U+12223; U+1212D; U+12079,ma₂,MA2,No Attested Compound Reading,,
U+1212D,𒄭,OSL,compound,,2,|MA₂.LIŠ|,|MA₂.HI.DIŠ|,MALIS_v1,Type_2,|MA₂.HI.DIŠ|,𒈣𒄭𒁹,U+12223; U+1212D; U+12079,hi,HI,No Attested Compound Reading,,
U+12079,𒁹,OSL,compound,,3,|MA₂.LIŠ|,|MA₂.HI.DIŠ|,MALIS_v1,Type_2,|MA₂.HI.DIŠ|,𒈣𒄭𒁹,U+12223; U+1212D; U+12079,dish,DIŠ,No Attested Compound Reading,,
U+12223,𒈣,OSL,compound,,1,|MA₂.MUG|,|MA₂.KAK|,MAMUG_v1,Type_2,|MA₂.KAK|,𒈣𒆕,U+12223; U+12195,ma₂,MA2,Attested Compound Reading,{ŋeš}|MA₂.KAK|,ABZL051 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL202 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA122a [Standard Babylonian (any period) | Akkado-Babylonian]
U+12195,𒆕,OSL,compound,,2,|MA₂.MUG|,|MA₂.KAK|,MAMUG_v1,Type_2,|MA₂.KAK|,𒈣𒆕,U+12223; U+12195,kak,KAK,Attested Compound Reading,{ŋeš}|MA₂.KAK|,ABZL051 [Old Babylonian (~2000–1600 BCE) | School texts]; MZL202 [Standard Babylonian (any period) | Akkado-Babylonian]; SLLHA122a [Standard Babylonian (any period) | Akkado-Babylonian]
U+12223,𒈣,OSL,compound,,1,|MA₂.SAL.DIŠ|,,MASALDIS_v1,Type_2,|MA₂.SAL.DIŠ|,𒈣𒊩𒁹,U+12223; U+122A9; U+12079,ma₂,MA2,Attested Compound Reading,šilamₓ,
U+122A9,𒊩,OSL,compound,,2,|MA₂.SAL.DIŠ|,,MASALDIS_v1,Type_2,|MA₂.SAL.DIŠ|,𒈣𒊩𒁹,U+12223; U+122A9; U+12079,sal,SAL,Attested Compound Reading,šilamₓ,
U+12079,𒁹,OSL,compound,,3,|MA₂.SAL.DIŠ|,,MASALDIS_v1,Type_2,|MA₂.SAL.DIŠ|,𒈣𒊩𒁹,U+12223; U+122A9; U+12079,dish,DIŠ,Attested Compound Reading,šilamₓ,
U+12223,𒈣,OSL,compound,,1,|MA₂.X|,,MAX_v1,Type_2,|MA₂.X|,𒈣O,U+12223; O,ma₂,MA2,Attested Compound Reading,nirₓ,
O,,OSL,compound,,2,|MA₂.X|,,MAX_v1,Type_2,|MA₂.X|,𒈣O,U+12223; O,,,Attested Compound Reading,nirₓ,
U+12223,𒈣,OSL,compound,,1,|MA₂×EŠ₂|,,MAES_v1,Type_2,|MA₂×EŠ₂|,𒈣𒂠,U+12223; U+120A0,ma₂,MA2,No Attested Compound Reading,,
U+120A0,𒂠,OSL,compound,,2,|MA₂×EŠ₂|,,MAES_v1,Type_2,|MA₂×EŠ₂|,𒈣𒂠,U+12223; U+120A0,esh₂,EŠ2,No Attested Compound Reading,,
U+12224,𒈤,OSL,atomic,inherited_from_parent,,MAH,MAH@v,MAH_v1,Type_3,,,,mah,MAH,Single Sign Reading,AL6 | MAH | MAHA | MIH | al6 | mah | maha | mih | ŠUTUR | šutur,LAK057 [Uruk IV–III (~3400–3000 BCE) | Archaic / Uruk]; ASY029 [Standard Babylonian (any period) | Akkadian syllabary]; ABZL006 [Old Babylonian (~2000–1600 BCE) | School texts]; GCSL023 [Gudea period (~2100 BCE) | Lagash / Girsu]; HZL010 [Hittite period (~1650–1180 BCE) | Hittite]; KWU091 [Ur III (~2112–2004 BCE) | Administrative]; MZL091 [Standard Babylonian (any period) | Akkado-Babylonian]; PTACE242 [Early Dynastic (~2900–2340 BCE) | Ebla]; RSP368 [Early Dynastic (~2900–2340 BCE) | Presargonic Lagash]; SLLHA057 [Standard Babylonian (any period) | Akkado-Babylonian]; SYA024 [Standard Babylonian (any period) | Akkadian syllabary]
,,OSL,not_identified,,,MAH@g,,MAHG_v1,Type_3,,,,,,No Sign Identity,,
